ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindDir,WindSpeed(mph),Precipitation(in),Weather_Event,Weather_Conditions
C-7475072,0,34.06707,-118.410454,2022-02-10 00:52:00+00:00,2022-02-10 02:14:05+00:00,1.3899999856948853,2.0,3.0,Slow,Delays of three minutes and delays easing on Wilshire Blvd Eastbound between Comstock Ave and CA-2 Santa Monica Blvd. Average speed ten mph.,Wilshire Blvd,Los Angeles,Los Angeles,CA,US,90024,US/Pacific,KSMO,2022-02-09T19:51:00.000-05:00,74.0,74.0,32.0,29.8,10.0,E,3.0,0.0,,Fair
C-2970003,1,33.989353,-118.139343,2022-01-29 21:27:00+00:00,2022-01-29 22:09:03+00:00,1.5299999713897705,0.0,2.0,Fast,Delays of two minutes on I-5 Southbound between Exit 129 Eastern Ave and Exit 128A Bandini Blvd. Average speed 20 mph.,I-5 S,Los Angeles,Los Angeles,CA,US,90040,US/Pacific,KCQT,2022-01-29T16:52:00.000-05:00,67.0,67.0,16.0,29.87,10.0,CALM,0.0,0.0,,Fair
C-6212444,1,34.088272,-118.23623700000002,2022-07-28 17:10:00+00:00,2022-07-28 17:57:15+00:00,3.3199999332427983,0.0,2.0,Fast,Delays of two minutes and delays increasing on I-5 Southbound between Exit 140B Riverside Dr and Exits 136A 136B 137A 137B CA-110 Exit 26A. Average speed 30 mph.,I-5,Los Angeles,Los Angeles,CA,US,90031,US/Pacific,KCQT,2022-07-28T12:47:00.000-04:00,72.0,72.0,71.0,29.72,10.0,CALM,0.0,0.0,,Fair
C-1529746,2,34.067829,-118.255783,2022-08-31 17:56:00+00:00,2022-08-31 19:09:30+00:00,4.099999904632568,0.0,8.0,Moderate,Delays of eight minutes and delays easing on US-101 Westbound between Exits 1B 1C 1st St and Exit 4A Bellevue Ave. Average speed 15 mph.,US-101,Los Angeles,Los Angeles,CA,US,90026,US/Pacific,KCQT,2022-08-31T13:47:00.000-04:00,88.0,88.0,37.0,29.67,10.0,CALM,0.0,0.0,,Fair
C-31050661,2,34.052662,-118.225288,2022-03-11 14:58:00+00:00,2022-03-11 15:52:50+00:00,0.9800000190734864,2.0,3.0,Slow,Delays of three minutes on San Bernardino Fwy Westbound between Exit 19 I-10 Exits 19A 19C and US-101. Average speed ten mph.,San Bernardino Fwy W,Los Angeles,Los Angeles,CA,US,90033,US/Pacific,KCQT,2022-03-11T09:47:00.000-05:00,48.0,48.0,77.0,30.04,10.0,CALM,0.0,0.0,,Fair
C-12854220,1,33.999741,-118.281013,2022-04-28 14:00:00+00:00,2022-04-28 14:47:59+00:00,2.809999942779541,2.0,2.0,Fast,Delays of two minutes and delays easing on I-110 Southbound between CA-110 Exits 22 22A 22B and Exit 18B Olive St. Average speed 25 mph.,Harbor Fwy S,Los Angeles,Los Angeles,CA,US,90037,US/Pacific,KCQT,2022-04-28T09:47:00.000-04:00,58.0,58.0,70.0,29.76,10.0,CALM,0.0,0.0,,Cloudy
C-5494776,1,34.03632,-118.219856,2022-01-28 19:59:00+00:00,2022-01-28 20:49:08+00:00,3.660000085830689,0.0,3.0,Moderate,Delays of three minutes and delays increasing on I-5 Northbound between Exits 131 131B Ditman Ave and I-10. Average speed 25 mph.,Whittier Blvd,Los Angeles,Los Angeles,CA,US,90023-1250,US/Pacific,KCQT,2022-01-28T14:52:00.000-05:00,72.0,72.0,9.0,30.04,10.0,E,6.0,0.0,,Fair
C-12154309,1,34.030571,-118.437958,2022-03-07 22:09:00+00:00,2022-03-07 22:51:26+00:00,1.5800000429153442,1.0,1.0,Fast,Delays of one minute on I-10 Eastbound between Exit 2 Pico Blvd and Exit 4 Overland Ave. Average speed 25 mph.,I-10 E,Los Angeles,Los Angeles,CA,US,90064,US/Pacific,KSMO,2022-03-07T16:51:00.000-05:00,61.0,61.0,46.0,29.98,10.0,WSW,12.0,0.0,,Fair
C-22175871,1,34.010334,-118.280785,2022-02-22 18:43:00+00:00,2022-02-22 19:31:49+00:00,4.460000038146973,1.0,3.0,Fast,Delays of three minutes and delays increasing on I-110 Northbound between I-110 and Exit 20B Hope St. Average speed 25 mph.,Harbor Fwy N,Los Angeles,Los Angeles,CA,US,90037,US/Pacific,KCQT,2022-02-22T13:47:00.000-05:00,57.0,57.0,47.0,29.78,10.0,W,7.0,0.0,,Partly Cloudy
C-1535936,1,34.023540000000004,-118.172798,2022-08-31 15:23:00+00:00,2022-08-31 16:26:36+00:00,3.990000009536743,1.0,3.0,Fast,Delays of three minutes and delays easing on I-710 Southbound between Exit 22B I-10 Exits 20B 21 and Exit 19 Eastern Ave. Average speed 25 mph.,Whittier Blvd,Los Angeles,Los Angeles,CA,US,90022-1555,US/Pacific,KCQT,2022-08-31T11:47:00.000-04:00,79.0,79.0,47.0,29.67,10.0,CALM,0.0,0.0,,Fair
C-22657347,2,34.029449,-118.255928,2022-06-29 19:55:00+00:00,2022-06-29 21:40:57+00:00,4.869999885559082,4.0,7.0,Slow,Delays of seven minutes on I-10 Eastbound between Exits 10 11 12 CA-110 Exits 22 22A 22B and Exit 15B Alameda St. Average speed 20 mph.,I-10 E,Los Angeles,Los Angeles,CA,US,90015,US/Pacific,KCQT,2022-06-29T15:47:00.000-04:00,82.0,82.0,49.0,29.81,10.0,VAR,7.0,0.0,,Fair
C-8531351,0,34.050869,-118.459091,2022-02-04 23:29:00+00:00,2022-02-05 00:09:53+00:00,1.919999957084656,0.0,2.0,Moderate,Delays of two minutes on Wilshire Blvd Eastbound between Wilshire Blvd and San Vicente Blvd. Average speed 15 mph.,Wilshire Blvd,Los Angeles,Los Angeles,CA,US,90025-3912,US/Pacific,KSMO,2022-02-04T18:51:00.000-05:00,64.0,64.0,29.0,30.09,10.0,W,6.0,0.0,,Fair
C-33040287,1,34.010864,-118.280769,2022-05-21 18:42:00+00:00,2022-05-21 19:26:48+00:00,4.079999923706056,1.0,3.0,Fast,Delays of three minutes on I-110 Northbound between I-110 and Exit 20B Hope St. Average speed 25 mph.,I-110,Los Angeles,Los Angeles,CA,US,90037,US/Pacific,KCQT,2022-05-21T14:47:00.000-04:00,65.0,65.0,68.0,29.75,10.0,W,5.0,0.0,,Cloudy
C-5187194,2,34.117767,-118.269547,2022-07-06 15:59:00+00:00,2022-07-06 17:37:25+00:00,8.800000190734863,9.0,16.0,Moderate,Severe delays of 16 minutes and delays easing on I-5 Northbound between Exit 135C I-10 Exits 19A 19C and Exit 142 Elk Ave. Average speed 15 mph.,Golden State Fwy N,Los Angeles,Los Angeles,CA,US,90027,US/Pacific,KCQT,2022-07-06T11:47:00.000-04:00,67.0,67.0,76.0,29.78,10.0,CALM,0.0,0.0,,Cloudy
C-30935256,2,34.087215,-118.234543,2022-04-02 19:17:00+00:00,2022-04-02 20:13:00+00:00,9.289999961853027,1.0,8.0,Fast,Delays of eight minutes and delays easing on I-5 Southbound between Exits 144 144A CA-134 Exits 5 6 and Exit 135C I-10 Exits 19A 19C. Average speed 25 mph.,I-5,Los Angeles,Los Angeles,CA,US,90031,US/Pacific,KCQT,2022-04-02T14:47:00.000-04:00,60.0,60.0,72.0,29.84,7.0,CALM,0.0,0.0,,Cloudy
C-53926,1,34.024044,-118.202126,2022-03-16 13:01:00+00:00,2022-03-16 13:55:43+00:00,3.0399999618530287,1.0,2.0,Fast,Delays of two minutes and delays increasing on I-5 Northbound between I-710 and Exit 133 Atlantic St. Average speed 30 mph.,I-5 N,Los Angeles,Los Angeles,CA,US,90023,US/Pacific,KCQT,2022-03-16T09:00:00.000-04:00,55.0,55.0,93.0,29.8,6.0,CALM,0.0,0.0,,Partly Cloudy
C-7848664,1,34.15514,-118.287277,2022-08-17 16:08:00+00:00,2022-08-17 16:58:32+00:00,0.0,1.0,1.0,Moderate,Delays of one minute and delays easing on CA-134 Westbound near Exits 5 6 I-5 Exits 144 144A. Average speed 20 mph.,CA-134 W,Los Angeles,Los Angeles,CA,US,90027,US/Pacific,KCQT,2022-08-17T11:47:00.000-04:00,74.0,74.0,64.0,29.69,10.0,CALM,0.0,0.0,,Fair
C-16193216,1,34.020061,-118.189896,2022-05-14 06:27:00+00:00,2022-05-14 07:29:39+00:00,2.240000009536743,3.0,3.0,Moderate,Delays of three minutes and delays easing on I-5 Southbound between Exits 134A 134B I-10 Exit 16A and Exits 131 131B Ditman Ave. Average speed 20 mph.,I-5 S,Los Angeles,Los Angeles,CA,US,90023,US/Pacific,KCQT,2022-05-14T02:47:00.000-04:00,66.0,66.0,56.0,29.73,10.0,CALM,0.0,0.0,,Fair
C-17560751,1,34.03632,-118.219856,2022-02-22 02:20:00+00:00,2022-02-22 03:58:56+00:00,1.5099999904632568,1.0,1.0,Slow,Delays of one minute and delays easing on I-5 Northbound between Exits 134A 134B I-10 Exit 16A and I-10. Average speed 20 mph.,Whittier Blvd,Los Angeles,Los Angeles,CA,US,90023-1250,US/Pacific,KCQT,2022-02-21T21:47:00.000-05:00,54.0,54.0,69.0,29.77,10.0,CALM,0.0,0.0,,Cloudy
C-25148567,0,34.047615,-118.42543,2022-03-10 01:45:00+00:00,2022-03-10 02:35:43+00:00,2.220000028610229,3.0,4.0,Moderate,Delays of four minutes and delays increasing on Olympic Blvd Eastbound in Rancho Park. Average speed ten mph.,W Olympic Blvd,Los Angeles,Los Angeles,CA,US,90064-2003,US/Pacific,KSMO,2022-03-09T20:51:00.000-05:00,57.0,57.0,83.0,29.72,10.0,W,5.0,0.0,,Fair
C-21964064,1,34.108631,-118.249702,2022-08-24 00:03:00+00:00,2022-08-24 01:19:36+00:00,2.1800000667572017,3.0,3.0,Moderate,Delays of three minutes and delays easing on CA-2 Southbound between Exits 15 15A Verdugo Rd and Exit 12 Glendale Blvd. Average speed 15 mph.,CA-2 S,Los Angeles,Los Angeles,CA,US,90039,US/Pacific,KCQT,2022-08-23T19:47:00.000-04:00,77.0,77.0,64.0,29.54,10.0,VAR,3.0,0.0,,Fair
C-19823009,1,34.09206,-118.2407,2022-08-22 17:33:00+00:00,2022-08-22 18:45:33+00:00,3.150000095367432,1.0,2.0,Fast,Delays of two minutes and delays increasing on I-5 Southbound between Exit 140B Riverside Dr and Exits 136A 136B 137A 137B CA-110 Exit 26A. Average speed 25 mph.,Golden State Fwy S,Los Angeles,Los Angeles,CA,US,90031,US/Pacific,KCQT,2022-08-22T13:47:00.000-04:00,69.0,69.0,84.0,29.82,10.0,CALM,0.0,0.0,,Cloudy
C-18557979,1,34.01305,-118.165184,2022-03-05 19:29:00+00:00,2022-03-05 20:35:29+00:00,3.549999952316284,1.0,3.0,Fast,Delays of three minutes and delays easing on I-5 Southbound between Beswick St and Exit 130A Triggs St. Average speed 25 mph.,I-5 S,Los Angeles,Los Angeles,CA,US,90022,US/Pacific,KCQT,2022-03-05T14:47:00.000-05:00,57.0,57.0,47.0,29.85,10.0,VAR,3.0,0.0,,Partly Cloudy
C-23563624,2,34.037701,-118.271896,2022-04-15 18:14:00+00:00,2022-04-15 19:53:49+00:00,5.46999979019165,3.0,5.0,Moderate,Delays of five minutes and delays easing on I-10 Westbound between Exit 16A I-5 Exits 134A 134B and Exits 10 11 12 CA-110 Exits 22 22A 22B. Average speed 25 mph.,I-10 E,Los Angeles,Los Angeles,CA,US,90015,US/Pacific,KCQT,2022-04-15T13:47:00.000-04:00,65.0,65.0,52.0,29.8,10.0,CALM,0.0,0.0,,Fair
C-13406339,1,34.024044,-118.202126,2022-02-25 16:10:00+00:00,2022-02-25 17:49:46+00:00,2.8199999332427983,0.0,1.0,Fast,Delays of one minute and delays easing on I-5 Northbound between I-710 and Exit 133 Atlantic St. Average speed 30 mph.,I-5 N,Los Angeles,Los Angeles,CA,US,90023,US/Pacific,KCQT,2022-02-25T10:47:00.000-05:00,47.0,47.0,41.0,30.0,10.0,CALM,0.0,0.0,,Fair
C-8550314,0,34.053436,-118.376175,2022-02-04 17:47:00+00:00,2022-02-04 18:27:50+00:00,1.5199999809265137,0.0,2.0,Moderate,Delays of two minutes on La Cienega Blvd Northbound in South Robertson. Average speed 15 mph.,S La Cienega Blvd,Los Angeles,Los Angeles,CA,US,90035,US/Pacific,KSMO,2022-02-04T12:51:00.000-05:00,59.0,59.0,28.0,30.19,10.0,ESE,3.0,0.0,,Fair
C-189904,1,34.06992,-118.351082,2022-08-11 22:20:00+00:00,2022-08-11 23:27:04+00:00,3.140000104904175,2.0,5.0,Slow,Delays of five minutes and delays increasing on 3rd St Eastbound between Clark Dr and Martel Ave. Average speed ten mph.,S Martel Ave,Los Angeles,Los Angeles,CA,US,90036-2712,US/Pacific,KCQT,2022-08-11T18:47:00.000-04:00,84.0,84.0,32.0,29.73,10.0,WSW,8.0,0.0,,Fair
C-2853148,1,34.03429000000001,-118.266441,2022-04-07 19:06:00+00:00,2022-04-07 21:01:20+00:00,3.7200000286102295,3.0,4.0,Moderate,Delays of four minutes and delays easing on I-10 Westbound between I-10 and Exits 10 11 12 CA-110 Exits 22 22A 22B. Average speed 20 mph.,I-10,Los Angeles,Los Angeles,CA,US,90015,US/Pacific,KCQT,2022-04-07T14:47:00.000-04:00,89.0,89.0,14.0,29.85,10.0,CALM,0.0,0.0,,Fair
C-183202,2,33.972729,-118.379402,2022-08-12 15:09:00+00:00,2022-08-12 15:50:28+00:00,3.660000085830689,2.0,8.0,Slow,Delays of eight minutes on I-405 Northbound between Exits 44 45B 46 47 La Cienega Blvd and Exits 49 49A Howard Hughes Pkwy. Average speed 15 mph.,I-405 N,Los Angeles,Los Angeles,CA,US,90045,US/Pacific,KLAX,2022-08-12T10:53:00.000-04:00,71.0,71.0,75.0,29.82,10.0,SW,3.0,0.0,,Partly Cloudy
C-3873675,1,34.059872,-118.251869,2022-01-02 20:12:00+00:00,2022-01-02 21:18:06+00:00,2.539999961853028,2.0,3.0,Slow,Delays of three minutes on CA-110 Northbound between Exits 22 22A 22B I-110 and US-101 Exits 3 3A 3B. Average speed 20 mph.,CA-110 N,Los Angeles,Los Angeles,CA,US,90012,US/Pacific,KCQT,2022-01-02T14:52:00.000-05:00,60.0,60.0,22.0,30.05,10.0,ENE,3.0,0.0,,Fair
C-24236720,1,34.108841,-118.249619,2022-07-20 15:30:00+00:00,2022-07-20 16:27:40+00:00,3.240000009536743,1.0,3.0,Fast,Delays of three minutes and delays easing on CA-2 Southbound between Exit 15B York Blvd and I-5 Exit 138. Average speed 25 mph.,CA-2 S,Los Angeles,Los Angeles,CA,US,90039,US/Pacific,KCQT,2022-07-20T11:47:00.000-04:00,74.0,74.0,68.0,29.85,10.0,CALM,0.0,0.0,,Fair
C-5742891,1,33.976711,-118.280617,2022-08-27 01:04:00+00:00,2022-08-27 01:48:44+00:00,4.570000171661377,0.0,3.0,Moderate,Delays of three minutes on I-110 Northbound between Exit 14B I-105 and Grand Ave. Average speed 25 mph.,Harbor Fwy N,Los Angeles,Los Angeles,CA,US,90003,US/Pacific,KHHR,2022-08-26T20:53:00.000-04:00,74.0,74.0,68.0,29.81,10.0,WSW,13.0,0.0,,Fair
C-33027177,1,34.009811,-118.2808,2022-05-23 20:42:00+00:00,2022-05-23 21:26:50+00:00,3.259999990463257,0.0,2.0,Fast,Delays of two minutes on I-110 Northbound between Grand Ave and Exit 20B Hope St. Average speed 30 mph.,Harbor Fwy N,Los Angeles,Los Angeles,CA,US,90037,US/Pacific,KCQT,2022-05-23T16:47:00.000-04:00,68.0,,63.0,29.68,9.0,,,0.0,,Partly Cloudy
C-32062049,1,34.036716,-118.22048999999998,2022-07-12 17:21:00+00:00,2022-07-12 18:03:40+00:00,3.150000095367432,0.0,2.0,Moderate,Delays of two minutes on I-10 Westbound between Exits 19A 19C San Bernardino Fwy Exit 19 and Exit 16A I-5 Exits 134A 134B. Average speed 25 mph.,Golden State Fwy S,Los Angeles,Los Angeles,CA,US,90033,US/Pacific,KCQT,2022-07-12T13:12:00.000-04:00,71.0,71.0,66.0,29.74,6.0,CALM,0.0,0.0,,Haze
C-23561998,2,34.107948,-118.258522,2022-04-15 19:12:00+00:00,2022-04-15 20:16:37+00:00,4.369999885559082,6.0,7.0,Moderate,Delays of seven minutes and delays easing on I-5 Southbound between Exit 142 Elk Ave and Exit 140A Fletcher Dr. Average speed 15 mph.,Golden State Fwy S,Los Angeles,Los Angeles,CA,US,90039,US/Pacific,KCQT,2022-04-15T14:47:00.000-04:00,68.0,68.0,47.0,29.77,10.0,CALM,0.0,0.0,,Fair
C-2180591,0,34.076172,-118.34404,2022-05-25 23:47:00+00:00,2022-05-26 00:50:54+00:00,2.25,0.0,4.0,Slow,Delays of four minutes and delays increasing on Beverly Blvd Eastbound between Harper Ave and La Brea Ave. Average speed ten mph.,Beverly Blvd,Los Angeles,Los Angeles,CA,US,90036-2635,US/Pacific,KCQT,2022-05-25T19:47:00.000-04:00,71.0,,63.0,29.65,10.0,,,0.0,,Fair
C-22461598,2,34.034439,-118.345207,2022-09-05 00:36:00+00:00,2022-09-05 01:28:14+00:00,4.320000171661377,1.0,3.0,Fast,Delays of three minutes and delays increasing on I-10 Eastbound between National Blvd and Exit 9 Crenshaw Blvd. Average speed 30 mph.,I-10 E,Los Angeles,Los Angeles,CA,US,90016,US/Pacific,KSMO,2022-09-04T20:51:00.000-04:00,80.0,80.0,56.0,29.59,10.0,SSW,8.0,0.0,,Fair
C-7877764,1,34.065670000000004,-118.252281,2022-08-14 16:43:00+00:00,2022-08-14 18:30:28+00:00,2.440000057220459,3.0,3.0,Moderate,Delays of three minutes and delays increasing on US-101 Westbound between Exit 2A Ramirez St and Exit 4A Bellevue Ave. Average speed 15 mph.,US-101,Los Angeles,Los Angeles,CA,US,90026,US/Pacific,KCQT,2022-08-14T12:47:00.000-04:00,80.0,80.0,52.0,29.72,10.0,CALM,0.0,0.0,,Fair
C-12844021,0,34.097969,-118.338509,2022-04-29 02:28:00+00:00,2022-04-29 03:10:54+00:00,1.820000052452088,3.0,4.0,Slow,Delays of four minutes on Sunset Blvd Westbound in Hollywood. Average speed ten mph.,W Sunset Blvd,Los Angeles,Los Angeles,CA,US,90028-7117,US/Pacific,KCQT,2022-04-28T22:47:00.000-04:00,59.0,59.0,62.0,29.75,10.0,WSW,3.0,0.0,,Fair
C-7469826,0,34.083462,-118.33096299999998,2022-02-10 16:33:00+00:00,2022-02-10 17:13:55+00:00,1.1200000047683716,2.0,2.0,Moderate,Delays of two minutes on Melrose Ave Westbound between Irving Blvd and Wilcox Ave. Average speed ten mph.,Wilcox Ave,Los Angeles,Los Angeles,CA,US,90038-3616,US/Pacific,KCQT,2022-02-10T11:47:00.000-05:00,70.0,70.0,27.0,29.86,10.0,CALM,0.0,0.0,,Fair
C-18494806,0,34.129471,-118.480484,2022-02-18 00:38:00+00:00,2022-02-18 01:20:16+00:00,1.0399999618530271,1.0,2.0,Fast,Delays of two minutes on Sepulveda Blvd Northbound between I-405 Exit 61 and Dartford Way. Average speed ten mph.,N Sepulveda Blvd,Los Angeles,Los Angeles,CA,US,90049-6833,US/Pacific,KSMO,2022-02-17T19:51:00.000-05:00,64.0,64.0,25.0,30.03,10.0,W,8.0,0.0,,Fair
C-5502180,0,34.06707,-118.410454,2022-01-28 01:10:00+00:00,2022-01-28 01:52:01+00:00,1.0800000429153442,1.0,2.0,Moderate,Delays of two minutes on Wilshire Blvd Eastbound between Wilshire Blvd and CA-2 Santa Monica Blvd. Average speed ten mph.,Wilshire Blvd,Los Angeles,Los Angeles,CA,US,90024,US/Pacific,KSMO,2022-01-27T19:51:00.000-05:00,60.0,60.0,75.0,29.96,10.0,VAR,5.0,0.0,,Fair
C-30735288,1,34.13879,-118.276985,2022-01-19 21:18:00+00:00,2022-01-19 21:59:45+00:00,1.440000057220459,1.0,1.0,Fast,Delays of one minute on I-5 Southbound between Exits 144 144A CA-134 Exits 5 6 and Exits 141A 141B Los Feliz Blvd. Average speed 20 mph.,Golden State Fwy S,Los Angeles,Los Angeles,CA,US,90027,US/Pacific,KCQT,2022-01-19T15:59:00.000-05:00,61.0,61.0,64.0,29.94,7.0,CALM,0.0,0.0,,Partly Cloudy
C-11971793,1,34.025799,-118.23629,2022-09-02 22:14:00+00:00,2022-09-02 22:55:16+00:00,2.9800000190734863,0.0,2.0,Fast,Delays of two minutes on I-10 Eastbound between Exits 10 11 12 CA-110 Exits 22 22A 22B and Exit 16A I-5 Exits 134A 134B. Average speed 30 mph.,16A,Los Angeles,Los Angeles,CA,US,90021,US/Pacific,KCQT,2022-09-02T17:47:00.000-04:00,92.0,92.0,41.0,29.55,10.0,VAR,3.0,0.0,,Fair
C-30950586,1,34.15514,-118.287277,2022-04-01 13:42:00+00:00,2022-04-01 14:40:52+00:00,1.7899999618530271,4.0,4.0,Slow,Delays of four minutes on CA-134 Westbound between Exits 7A 7B Pacific Ave and Exits 5 6 I-5 Exits 144 144A. Average speed ten mph.,CA-134 W,Los Angeles,Los Angeles,CA,US,90027,US/Pacific,KCQT,2022-04-01T09:47:00.000-04:00,52.0,52.0,93.0,29.67,7.0,CALM,0.0,0.0,,Fair
C-24215152,1,34.02319,-118.200157,2022-07-22 17:28:00+00:00,2022-07-22 18:45:01+00:00,2.799999952316284,1.0,2.0,Moderate,Delays of two minutes and delays easing on I-5 Northbound between I-710 and Exit 133 Atlantic St. Average speed 25 mph.,I-5 N,Los Angeles,Los Angeles,CA,US,90023,US/Pacific,KCQT,2022-07-22T13:47:00.000-04:00,75.0,75.0,60.0,29.7,9.0,CALM,0.0,0.0,,Fair
C-26180244,2,34.059319,-118.25248,2022-08-03 15:11:00+00:00,2022-08-03 16:00:10+00:00,12.329999923706056,0.0,13.0,Moderate,Severe delays of 13 minutes and delays increasing on I-110 Northbound between Exit 16 CA-42 Manchester Ave and CA-110. Average speed 20 mph.,CA-110 N,Los Angeles,Los Angeles,CA,US,90012,US/Pacific,KCQT,2022-08-03T10:47:00.000-04:00,67.0,67.0,81.0,29.75,10.0,W,3.0,0.0,,Fair
C-17019353,0,33.987831,-118.371704,2022-05-12 19:39:00+00:00,2022-05-12 20:41:21+00:00,2.630000114440918,4.0,4.0,Moderate,Delays of four minutes and delays increasing on Slauson Ave Westbound between Alviso Ave and Corning Ave. Average speed ten mph.,W Slauson Ave,Los Angeles,Los Angeles,CA,US,90056,US/Pacific,KLAX,2022-05-12T15:53:00.000-04:00,72.0,72.0,34.0,29.98,10.0,W,14.0,0.0,,Fair
C-26190269,0,34.073242,-118.2696,2022-08-02 16:07:00+00:00,2022-08-02 17:07:29+00:00,0.9499999880790708,1.0,2.0,Slow,Delays of two minutes and delays easing on CA-2 Westbound between Sunset Blvd and US-101. Average speed ten mph.,US-101,Los Angeles,Los Angeles,CA,US,90026,US/Pacific,KCQT,2022-08-02T11:47:00.000-04:00,73.0,73.0,71.0,29.81,10.0,CALM,0.0,0.0,,Fair
C-21970288,1,33.974284999999995,-118.124321,2022-08-23 20:37:00+00:00,2022-08-23 21:33:36+00:00,5.21999979019165,2.0,4.0,Fast,Delays of four minutes and delays easing on I-5 Southbound between Exit 130A Triggs St and Exit 126A Paramount Blvd. Average speed 25 mph.,I-5,Los Angeles,Los Angeles,CA,US,90040,US/Pacific,KCQT,2022-08-23T16:47:00.000-04:00,79.0,79.0,60.0,29.56,9.0,WSW,6.0,0.0,,Fair
C-12151869,0,34.083549,-118.300812,2022-03-08 01:16:00+00:00,2022-03-08 02:15:13+00:00,1.8400000333786009,2.0,4.0,Slow,Delays of four minutes and delays increasing on Melrose Ave Eastbound in East Hollywood. Average speed ten mph.,Melrose Ave,Los Angeles,Los Angeles,CA,US,90029-3326,US/Pacific,KCQT,2022-03-07T19:47:00.000-05:00,62.0,62.0,35.0,29.92,10.0,CALM,0.0,0.0,,Fair
C-19843194,1,34.053421,-118.258423,2022-08-20 05:41:00+00:00,2022-08-20 06:22:17+00:00,3.400000095367432,2.0,2.0,Moderate,Delays of two minutes on CA-110 Westbound between Amador St and I-110. Average speed 25 mph.,CA-110 S,Los Angeles,Los Angeles,CA,US,90017,US/Pacific,KCQT,2022-08-20T01:47:00.000-04:00,68.0,68.0,78.0,29.6,10.0,CALM,0.0,0.0,,Fair
C-26175466,3,33.975479,-118.385071,2022-08-03 20:23:00+00:00,2022-08-03 22:20:29+00:00,16.180000305175778,21.0,27.0,Moderate,Severe delays of 27 minutes and delays increasing on I-405 Southbound between Exit 59 Sepulveda Blvd and Exit 48 La Tijera Blvd. Average speed 15 mph.,I-405 S,Los Angeles,Los Angeles,CA,US,90045,US/Pacific,KLAX,2022-08-03T15:53:00.000-04:00,75.0,75.0,64.0,29.8,10.0,WSW,10.0,0.0,,Partly Cloudy
C-22569836,3,34.10041,-118.478058,2022-08-19 13:59:00+00:00,2022-08-19 15:51:29+00:00,11.4399995803833,5.0,18.0,Moderate,Severe delays of 18 minutes and delays easing on I-405 Southbound between Exits 66A 66B Sherman Way and Exit 59 Sepulveda Blvd. Average speed 15 mph.,I-405 N,Los Angeles,Los Angeles,CA,US,90077,US/Pacific,KSMO,2022-08-19T09:51:00.000-04:00,63.0,63.0,81.0,29.65,10.0,CALM,0.0,0.0,,Fair
C-13897628,1,34.018921,-118.423683,2022-01-23 20:35:00+00:00,2022-01-23 21:17:00+00:00,3.130000114440918,0.0,1.0,Fast,Delays of one minute on I-405 Northbound between Exits 50A 50B Jefferson Blvd and Exit 53A National Blvd. Average speed 30 mph.,I-405 N,Los Angeles,Los Angeles,CA,US,90034,US/Pacific,KSMO,2022-01-23T15:51:00.000-05:00,70.0,70.0,21.0,29.94,10.0,SW,10.0,0.0,,Fair
C-1535596,2,33.929268,-118.227516,2022-08-31 16:00:00+00:00,2022-08-31 16:41:13+00:00,6.449999809265138,1.0,8.0,Moderate,Delays of eight minutes on I-105 Westbound between Exit 15 Somerset Ranch Rd and Exit 10 Imperial Hwy. Average speed 20 mph.,Glenn Anderson Fwy W,Los Angeles,Los Angeles,CA,US,90059,US/Pacific,KHHR,2022-08-31T11:53:00.000-04:00,77.0,77.0,62.0,29.82,10.0,CALM,0.0,0.0,,Fair
C-13908701,1,34.038399,-118.273911,2022-01-23 01:48:00+00:00,2022-01-23 02:40:50+00:00,3.1600000858306885,2.0,3.0,Moderate,Delays of three minutes and delays increasing on I-10 Westbound between Exits 14B 15A 16th St and Exits 10 11 12 CA-110 Exits 22 22A 22B. Average speed 25 mph.,Harbor Fwy N,Los Angeles,Los Angeles,CA,US,90015,US/Pacific,KCQT,2022-01-22T19:52:00.000-05:00,69.0,69.0,16.0,29.81,10.0,N,8.0,0.0,,Fair
C-5748275,0,34.05265,-118.29895,2022-08-26 21:32:00+00:00,2022-08-26 22:17:38+00:00,0.7300000190734863,1.0,1.0,Moderate,Delays of one minute on Olympic Blvd Eastbound between Olympic Blvd and Mariposa Ave. Average speed ten mph.,S Mariposa Ave,Los Angeles,Los Angeles,CA,US,90006-2502,US/Pacific,KCQT,2022-08-26T17:47:00.000-04:00,78.0,78.0,62.0,29.7,10.0,VAR,3.0,0.0,,Fair
C-15283681,0,33.94286,-118.404633,2022-04-19 05:37:00+00:00,2022-04-19 06:21:37+00:00,0.0,0.0,4.0,Slow,Delays of four minutes on World Way Southbound in Westchester. Average speed five mph.,World Way,Los Angeles,Los Angeles,CA,US,90045-5814,US/Pacific,KLAX,2022-04-19T01:53:00.000-04:00,60.0,60.0,69.0,29.85,10.0,SSW,7.0,0.0,,Cloudy
