ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindDir,WindSpeed(mph),Precipitation(in),Weather_Event,Weather_Conditions
C-16208338,1,25.875793,-80.20875500000002,2022-05-13 17:46:00+00:00,2022-05-13 18:28:27+00:00,3.5899999141693115,1.0,2.0,Fast,Delays of two minutes on I-95 Northbound between Exit 7 6th Ave and Exit 9 6th Ave. Average speed 30 mph.,I-95 N,Miami,Miami-Dade,FL,US,33168,US/Eastern,KOPF,2022-05-13T13:53:00.000-04:00,82.0,82.0,56.0,29.94,10.0,SE,13.0,0.0,,Mostly Cloudy
C-25136403,1,25.78426,-80.218079,2022-03-10 22:25:00+00:00,2022-03-10 23:07:50+00:00,1.7200000286102295,0.0,2.0,Moderate,Delays of two minutes on SR-836-TOLL Westbound between I-95 and FL-836-TOLL. Average speed 20 mph.,Dolphin Expy W,Miami,Miami-Dade,FL,US,33125,US/Eastern,KMIA,2022-03-10T17:53:00.000-05:00,80.0,80.0,81.0,29.98,10.0,SSE,12.0,0.0,,Mostly Cloudy
C-33052246,1,25.788546,-80.207397,2022-05-20 16:48:00+00:00,2022-05-20 17:36:55+00:00,2.6800000667572017,0.0,2.0,Moderate,Delays of two minutes on SR-836-TOLL Eastbound between FL-836-TOLL and I-95. Average speed 25 mph.,SR-836-TOLL,Miami,Miami-Dade,FL,US,33136,US/Eastern,KMIA,2022-05-20T12:53:00.000-04:00,87.0,87.0,74.0,30.03,9.0,SSE,15.0,0.0,,Thunder
C-21949435,1,25.927208,-80.20525400000002,2022-08-24 22:05:00+00:00,2022-08-24 22:57:41+00:00,0.8600000143051147,0.0,2.0,Slow,Delays of two minutes and delays easing on SR-826 Northbound between FL-826 and FL-826 167th St. Average speed ten mph.,Florida's Tpke S,Miami,Miami-Dade,FL,US,33169,US/Eastern,KHWO,2022-08-24T17:53:00.000-04:00,88.0,88.0,63.0,29.95,10.0,E,14.0,0.0,,Partly Cloudy
C-24819254,2,25.895811,-80.209686,2022-04-12 12:27:00+00:00,2022-04-12 13:42:28+00:00,8.270000457763674,9.0,11.0,Fast,Severe delays of eleven minutes and delays increasing on I-95 Express Ln Southbound between I-95 and FL-112-TOLL Airport Expy. Average speed 20 mph.,I-95 N,Miami,Miami-Dade,FL,US,33168,US/Eastern,KOPF,2022-04-12T08:53:00.000-04:00,76.0,76.0,54.0,30.15,10.0,E,15.0,0.0,,Partly Cloudy
C-7443813,2,25.814156,-80.321587,2022-02-11 22:57:00+00:00,2022-02-11 23:38:51+00:00,5.139999866485597,4.0,6.0,Moderate,Delays of six minutes on SR-826 Southbound between FL-826 Palmetto Expy and FL-826. Average speed 20 mph.,Palmetto Exwy S Express,Miami,Miami-Dade,FL,US,33166,US/Eastern,KMIA,2022-02-11T17:53:00.000-05:00,74.0,74.0,79.0,30.02,10.0,E,8.0,0.01,,Light Rain
C-3873177,0,25.779238,-80.188446,2022-01-02 19:28:00+00:00,2022-01-02 20:09:52+00:00,1.2400000095367432,0.0,2.0,Slow,Delays of two minutes on US-1 Biscayne Blvd Northbound between US-1 2nd Ave Biscayne Boulevard Way and 6th St. Average speed ten mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33132,US/Eastern,KMIA,2022-01-02T14:53:00.000-05:00,80.0,80.0,74.0,30.02,10.0,SE,13.0,0.0,,Mostly Cloudy
C-12314444,0,25.742306,-80.231178,2022-02-09 12:43:00+00:00,2022-02-09 13:26:50+00:00,1.4800000190734863,1.0,2.0,Moderate,Delays of two minutes on US-1 Dixie Hwy Northbound between US-1 Dixie Hwy and 22nd Ave. Average speed 15 mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33133-2313,US/Eastern,KMIA,2022-02-09T07:49:00.000-05:00,64.0,64.0,94.0,29.99,10.0,VAR,6.0,0.0,,Mostly Cloudy
C-7705857,0,25.718599,-80.295105,2022-05-02 12:13:00+00:00,2022-05-02 13:05:50+00:00,1.399999976158142,2.0,3.0,Slow,Delays of three minutes and delays increasing on Sw 56th St Eastbound in South Miami. Average speed ten mph.,Miller Dr,Miami,Miami-Dade,FL,US,33155-6246,US/Eastern,KMIA,2022-05-02T07:53:00.000-04:00,79.0,79.0,74.0,30.06,10.0,E,8.0,0.0,,Partly Cloudy
C-22468094,0,25.959749,-80.146889,2022-09-03 18:46:00+00:00,2022-09-03 19:28:26+00:00,1.870000004768372,3.0,3.0,Moderate,Delays of three minutes on US-1 Biscayne Blvd Northbound between US-1 Biscayne Blvd and 199th St. Average speed ten mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33180-2315,US/Eastern,KHWO,2022-09-03T14:53:00.000-04:00,90.0,90.0,57.0,30.02,10.0,E,13.0,0.0,,Fair
C-9261869,1,25.715521,-80.366692,2022-07-13 21:13:00+00:00,2022-07-13 22:34:11+00:00,3.869999885559082,2.0,5.0,Moderate,Delays of five minutes and delays increasing on Sw 56th St Westbound in Westwood Lakes. Average speed 15 mph.,SW 56th St,Miami,Miami-Dade,FL,US,33165,US/Eastern,KMIA,2022-07-13T16:53:00.000-04:00,85.0,85.0,57.0,30.07,10.0,W,9.0,0.0,,Mostly Cloudy
C-11986155,0,25.81085,-80.18944499999998,2022-09-02 11:53:00+00:00,2022-09-02 12:47:13+00:00,0.7400000095367432,1.0,1.0,Moderate,Delays of one minute and delays easing on US-1 Biscayne Blvd Southbound between US-1 Biscayne Blvd and 36th St. Average speed ten mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33137-3735,US/Eastern,KMIA,2022-09-02T07:53:00.000-04:00,83.0,83.0,77.0,30.0,10.0,CALM,0.0,0.0,,Fair
C-7462399,0,25.76107,-80.417114,2022-02-10 22:44:00+00:00,2022-02-10 23:25:54+00:00,0.8600000143051147,0.0,1.0,Fast,Delays of one minute on US-41 8th St Westbound between 129th Pl and US-41 8th St. Average speed ten mph.,SW 8th St,Miami,Miami-Dade,FL,US,33182,US/Eastern,KMIA,2022-02-10T17:53:00.000-05:00,74.0,74.0,59.0,30.0,10.0,ENE,10.0,0.0,,Fair
C-7478300,1,25.957111,-80.173103,2022-04-07 17:55:00+00:00,2022-04-07 18:38:28+00:00,1.950000047683716,0.0,1.0,Fast,Delays of one minute on I-95 Southbound in Ives Estates. Average speed 25 mph.,I-95 S,Miami,Miami-Dade,FL,US,33179,US/Eastern,KHWO,2022-04-07T13:53:00.000-04:00,86.0,86.0,67.0,29.86,10.0,S,13.0,0.0,,Thunder in the Vicinity
C-1547879,0,25.701139,-80.366676,2022-08-30 21:12:00+00:00,2022-08-30 21:53:32+00:00,0.8600000143051147,0.0,1.0,Moderate,Delays of one minute on SR-986 Westbound in Sunset. Average speed 15 mph.,SW 72nd St,Miami,Miami-Dade,FL,US,33173-2701,US/Eastern,KTMB,2022-08-30T16:53:00.000-04:00,90.0,90.0,61.0,29.94,10.0,SSE,12.0,0.0,,Fair
C-22745951,0,25.829578,-80.240967,2022-02-14 21:56:00+00:00,2022-02-14 22:45:54+00:00,1.0700000524520874,1.0,1.0,Slow,Delays of one minute and delays easing on SR-9 Northbound in Glenwood Heights. Average speed ten mph.,NW 60th St,Miami,Miami-Dade,FL,US,33142,US/Eastern,KMIA,2022-02-14T16:53:00.000-05:00,69.0,69.0,54.0,30.21,10.0,NE,14.0,0.0,,Partly Cloudy
C-31045928,0,25.63727,-80.337288,2022-03-11 21:21:00+00:00,2022-03-11 22:03:47+00:00,1.8600000143051147,0.0,2.0,Moderate,Delays of two minutes on US-1 Dixie Hwy Southbound between US-1 Dixie Hwy and 144th St. Average speed 15 mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33176,US/Eastern,KTMB,2022-03-11T15:53:00.000-05:00,85.0,85.0,57.0,29.94,10.0,SSE,14.0,0.0,,Partly Cloudy
C-14111309,1,25.567158,-80.380882,2022-06-09 18:26:00+00:00,2022-06-09 19:34:38+00:00,2.2300000190734863,4.0,5.0,Slow,Delays of five minutes and delays increasing on US-1 Dixie Hwy Southbound between US-1 Dixie Hwy and 216th St. Average speed ten mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33189-2733,US/Eastern,KHST,2022-06-09T14:08:00.000-04:00,88.0,88.0,55.0,29.98,10.0,SE,9.0,0.0,,Thunder
C-5747234,1,25.761009,-80.321159,2022-08-26 20:23:00+00:00,2022-08-26 21:33:45+00:00,2.009999990463257,0.0,2.0,Moderate,Delays of two minutes on SR-826 Southbound in Westchester. Average speed 20 mph.,Palmetto Expy S,Miami,Miami-Dade,FL,US,33144,US/Eastern,KMIA,2022-08-26T16:53:00.000-04:00,93.0,93.0,56.0,29.93,10.0,ESE,8.0,0.0,,Partly Cloudy
C-7464533,2,25.782879,-80.32109799999998,2022-02-10 22:58:00+00:00,2022-02-10 23:45:58+00:00,7.559999942779541,5.0,8.0,Moderate,Delays of eight minutes and delays increasing on SR-826 Southbound between FL-826 Palmetto Expy and FL-826. Average speed 20 mph.,Palmetto Expy S,Miami,Miami-Dade,FL,US,33126,US/Eastern,KMIA,2022-02-10T17:53:00.000-05:00,74.0,74.0,59.0,30.0,10.0,ENE,10.0,0.0,,Fair
C-24798367,2,25.788546,-80.207397,2022-04-13 11:28:00+00:00,2022-04-13 12:29:43+00:00,5.210000038146973,7.0,8.0,Moderate,Delays of eight minutes and delays increasing on SR-836-TOLL Eastbound between FL-836-TOLL and I-95. Average speed 15 mph.,SR-836-TOLL,Miami,Miami-Dade,FL,US,33136,US/Eastern,KMIA,2022-04-13T07:53:00.000-04:00,76.0,76.0,67.0,30.07,10.0,E,12.0,0.0,,Mostly Cloudy
C-8529774,0,25.922953,-80.122337,2022-02-04 23:03:00+00:00,2022-02-05 00:45:45+00:00,1.100000023841858,1.0,1.0,Slow,Delays of one minute and delays easing on Collins Ave Northbound in Sunny Isles Beach. Average speed 15 mph.,Collins Ave,North Miami Beach,Miami-Dade,FL,US,33160,US/Eastern,KHWO,2022-02-04T17:53:00.000-05:00,75.0,75.0,71.0,30.13,10.0,SSE,12.0,0.0,,Fair
C-25011937,0,25.848391,-80.121399,2022-01-26 19:12:00+00:00,2022-01-26 19:56:57+00:00,1.4500000476837158,1.0,2.0,Slow,Delays of two minutes on SR-A1A Southbound between FL-A1A Harding Ave and FL-A1A Indian Creek Dr. Average speed ten mph.,Indian Creek Dr,Miami Beach,Miami-Dade,FL,US,33141-5806,US/Eastern,KOPF,2022-01-26T13:53:00.000-05:00,82.0,82.0,65.0,29.95,10.0,W,14.0,0.0,,Cloudy
C-2937286,0,25.706369,-80.28711700000002,2022-02-01 20:01:00+00:00,2022-02-01 21:17:53+00:00,1.6200000047683716,0.0,3.0,Slow,Delays of three minutes on US-1 Dixie Hwy Southbound between Turin St and 70th St. Average speed ten mph.,S Dixie Hwy,South Miami,Miami-Dade,FL,US,33143-3602,US/Eastern,KMIA,2022-02-01T14:53:00.000-05:00,73.0,73.0,49.0,30.11,10.0,ENE,16.0,0.0,,Mostly Cloudy
C-10242608,0,25.77467900000001,-80.13297299999998,2022-01-14 04:37:00+00:00,2022-01-14 05:18:53+00:00,1.3600000143051147,0.0,2.0,Slow,Delays of two minutes on Collins Ave Southbound between FL-A1A Collins Ave and 5th St. Average speed ten mph.,5th St,Miami Beach,Miami-Dade,FL,US,33139,US/Eastern,KMIA,2022-01-13T23:53:00.000-05:00,62.0,62.0,80.0,29.93,10.0,WNW,7.0,0.0,,Fair
C-25157242,0,25.56628,-80.381737,2022-03-09 20:30:00+00:00,2022-03-09 21:12:53+00:00,1.1399999856948853,0.0,2.0,Slow,Delays of two minutes on US-1 Dixie Hwy Southbound between US-1 Dixie Hwy and 216th St. Average speed ten mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33189-2733,US/Eastern,KHST,2022-03-09T15:36:00.000-05:00,82.0,82.0,62.0,29.93,10.0,SSE,12.0,0.0,,Partly Cloudy
C-30942188,0,25.783249,-80.131149,2022-04-01 21:49:00+00:00,2022-04-01 22:31:42+00:00,0.7799999713897705,0.0,1.0,Slow,Delays of one minute on Collins Ave Northbound between FL-A1A Collins Ave and 13th St. Average speed five mph.,Collins Ave,Miami Beach,Miami-Dade,FL,US,33139-4607,US/Eastern,KMIA,2022-04-01T17:53:00.000-04:00,85.0,85.0,69.0,29.95,10.0,SSE,14.0,0.0,,Mostly Cloudy
C-31045828,0,25.567484,-80.380569,2022-03-11 21:16:00+00:00,2022-03-11 21:58:37+00:00,1.4299999475479126,0.0,1.0,Moderate,Delays of one minute on US-1 Dixie Hwy Southbound between US-1 Dixie Hwy and 216th St. Average speed 15 mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33189-2733,US/Eastern,KHST,2022-03-11T15:56:00.000-05:00,84.0,84.0,64.0,29.93,10.0,SSE,12.0,0.0,,Fair
C-15290597,1,25.784065,-80.218529,2022-04-18 21:32:00+00:00,2022-04-18 22:14:24+00:00,1.6100000143051147,0.0,2.0,Moderate,Delays of two minutes on SR-836-TOLL Westbound between I-95 and FL-836-TOLL. Average speed 20 mph.,SR-836-TOLL,Miami,Miami-Dade,FL,US,33125,US/Eastern,KMIA,2022-04-18T17:20:00.000-04:00,82.0,82.0,67.0,29.85,10.0,ESE,14.0,0.0,,Thunder in the Vicinity
C-18477391,0,25.56628,-80.381737,2022-02-18 19:46:00+00:00,2022-02-18 20:42:54+00:00,1.559999942779541,3.0,4.0,Slow,Delays of four minutes and delays increasing on US-1 Dixie Hwy Southbound between US-1 Dixie Hwy and 216th St. Average speed ten mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33189-2733,US/Eastern,KHST,2022-02-18T14:56:00.000-05:00,81.0,81.0,70.0,30.04,10.0,SSE,7.0,0.0,,Cloudy
C-31009597,0,25.772644,-80.188614,2022-03-13 17:57:00+00:00,2022-03-13 18:39:43+00:00,0.9900000095367432,1.0,1.0,Slow,Delays of one minute on US-1 2nd St Southbound between 6th St and 3rd Ave. Average speed ten mph.,SE 2nd St,Miami,Miami-Dade,FL,US,33131,US/Eastern,KMIA,2022-03-13T01:53:00.000-05:00,59.0,59.0,51.0,30.13,10.0,N,9.0,0.0,,Fair
C-23553052,1,25.774561,-80.135925,2022-04-16 21:29:00+00:00,2022-04-16 22:14:30+00:00,2.559999942779541,0.0,5.0,Slow,Delays of five minutes on Collins Ave Southbound between FL-A1A Collins Ave and FL-A1A 5th St. Average speed ten mph.,Meridian Ave,Miami Beach,Miami-Dade,FL,US,33139,US/Eastern,KMIA,2022-04-16T17:53:00.000-04:00,83.0,83.0,63.0,29.96,10.0,ESE,12.0,0.0,,Partly Cloudy
C-15298861,1,25.957111,-80.173103,2022-04-18 11:19:00+00:00,2022-04-18 12:01:44+00:00,1.7000000476837158,2.0,2.0,Moderate,Delays of two minutes on I-95 Southbound between Exit 16 203rd St and I-95 Express Ln. Average speed 20 mph.,I-95 S,Miami,Miami-Dade,FL,US,33179,US/Eastern,KHWO,2022-04-18T06:53:00.000-04:00,72.0,72.0,91.0,29.92,10.0,CALM,0.0,0.0,,Fair
C-24830778,0,25.963499,-80.14807900000002,2022-04-11 14:26:00+00:00,2022-04-11 15:21:26+00:00,2.0999999046325684,0.0,4.0,Slow,Delays of four minutes and delays increasing on Ne 203rd St Eastbound between Ives Dairy Rd and 203rd. Average speed ten mph.,NE 203rd St,Miami,Miami-Dade,FL,US,33180,US/Eastern,KHWO,2022-04-11T10:53:00.000-04:00,75.0,75.0,51.0,30.2,10.0,E,18.0,0.0,,Cloudy
C-9123639,2,25.957111,-80.173103,2022-04-22 18:18:00+00:00,2022-04-22 19:22:36+00:00,2.759999990463257,1.0,4.0,Fast,Delays of four minutes and delays increasing on I-95 Southbound in Ives Estates. Average speed 20 mph.,I-95 S,Miami,Miami-Dade,FL,US,33179,US/Eastern,KHWO,2022-04-22T13:53:00.000-04:00,82.0,82.0,54.0,30.2,10.0,E,20.0,0.0,,Mostly Cloudy
C-25010143,0,25.96644,-80.145721,2022-01-26 20:59:00+00:00,2022-01-26 21:48:42+00:00,2.740000009536743,1.0,4.0,Moderate,Delays of four minutes and delays easing on US-1 Biscayne Blvd Northbound between 180th St and US-1 Biscayne Blvd. Average speed 15 mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33180,US/Eastern,KHWO,2022-01-26T15:53:00.000-05:00,79.0,79.0,69.0,29.95,10.0,W,10.0,0.0,,Partly Cloudy
C-16219171,1,25.810804,-80.177803,2022-05-12 20:22:00+00:00,2022-05-12 21:28:02+00:00,5.840000152587893,5.0,9.0,Moderate,Delays of nine minutes on 41st St Westbound between Arthur Godfrey Rd and I-195. Average speed 15 mph.,I-195 W,Miami,Miami-Dade,FL,US,33137,US/Eastern,KMIA,2022-05-12T16:30:00.000-04:00,78.0,78.0,74.0,29.88,10.0,E,13.0,0.05,,Light Rain
C-17033485,0,25.72847,-80.439079,2022-05-11 18:35:00+00:00,2022-05-11 19:33:10+00:00,1.4500000476837158,0.0,2.0,Moderate,Delays of two minutes and delays easing on Sw 42nd St Westbound in Kendall West. Average speed 15 mph.,Bird Rd,Miami,Miami-Dade,FL,US,33185-3949,US/Eastern,KTMB,2022-05-11T14:53:00.000-04:00,86.0,86.0,41.0,29.93,10.0,NNW,16.0,0.0,,Partly Cloudy
C-12342784,1,25.757771,-80.193176,2022-02-06 16:38:00+00:00,2022-02-06 17:26:53+00:00,1.9700000286102293,4.0,6.0,Slow,Delays of six minutes and delays increasing on US-1 Brickell Ave Southbound between Biscayne Blvd and US-1 Brickell Ave. Average speed five mph.,Brickell Ave,Miami,Miami-Dade,FL,US,33129-1209,US/Eastern,KMIA,2022-02-06T11:53:00.000-05:00,78.0,78.0,64.0,30.11,10.0,ESE,9.0,0.0,,Mostly Cloudy
C-12011175,1,25.78159,-80.355278,2022-08-31 19:14:00+00:00,2022-08-31 20:05:19+00:00,2.039999961853028,2.0,2.0,Moderate,Delays of two minutes and delays increasing on SR-836-TOLL Westbound between FL-826 and FL-821 Florida's Tpke. Average speed 20 mph.,SR-836-TOLL,Miami,Miami-Dade,FL,US,33172,US/Eastern,KMIA,2022-08-31T14:53:00.000-04:00,76.0,76.0,82.0,30.0,7.0,ESE,5.0,0.13,,Light Rain with Thunder
C-13383061,0,25.789061,-80.189102,2022-02-27 19:24:00+00:00,2022-02-27 20:11:56+00:00,0.9900000095367432,1.0,2.0,Slow,Delays of two minutes and delays increasing on US-1 Biscayne Blvd Northbound between 6th St and 14th Ter. Average speed ten mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33132-1417,US/Eastern,KMIA,2022-02-27T14:53:00.000-05:00,83.0,83.0,65.0,30.05,10.0,SSE,12.0,0.0,,Partly Cloudy
C-10244175,0,25.68556,-80.407288,2022-01-13 21:32:00+00:00,2022-01-13 22:20:57+00:00,1.0599999427795408,2.0,3.0,Slow,Delays of three minutes and delays increasing on SR-94 Southbound in Lindgren Acres. Average speed ten mph.,SW 132nd Pl,Miami,Miami-Dade,FL,US,33186-1633,US/Eastern,KTMB,2022-01-13T15:53:00.000-05:00,,,,29.88,,,,0.0,,
C-13895566,0,25.772631,-80.189049,2022-01-24 02:17:00+00:00,2022-01-24 03:08:38+00:00,1.919999957084656,4.0,4.0,Slow,Delays of four minutes and delays increasing on US-1 2nd Ave Southbound between 14th St and 2nd St. Average speed ten mph.,SE 2nd St,Miami,Miami-Dade,FL,US,33131,US/Eastern,KMIA,2022-01-23T20:53:00.000-05:00,55.0,55.0,83.0,30.03,10.0,NNW,9.0,0.0,,Cloudy
C-10261470,0,25.963739,-80.146782,2022-01-11 17:46:00+00:00,2022-01-11 18:26:56+00:00,2.509999990463257,1.0,2.0,Moderate,Delays of two minutes on US-1 Biscayne Blvd Northbound between US-1 Biscayne Blvd and 203rd St. Average speed 15 mph.,NE 203rd St,Miami,Miami-Dade,FL,US,33180,US/Eastern,KHWO,2022-01-11T12:43:00.000-05:00,72.0,72.0,76.0,30.2,10.0,ENE,17.0,0.0,,Cloudy
C-22169472,0,25.774166,-80.187134,2022-02-22 22:34:00+00:00,2022-02-22 23:14:47+00:00,0.9900000095367432,1.0,3.0,Slow,Delays of three minutes on US-1 Biscayne Blvd Northbound between US-1 Brickell Ave and Flagler St. Average speed five mph.,S Biscayne Blvd,Miami,Miami-Dade,FL,US,33132,US/Eastern,KMIA,2022-02-22T17:53:00.000-05:00,77.0,77.0,74.0,30.18,10.0,E,8.0,0.0,,Partly Cloudy
C-2433983,1,25.847036,-80.32251,2022-08-08 14:04:00+00:00,2022-08-08 15:40:03+00:00,1.5299999713897705,1.0,2.0,Moderate,Delays of two minutes and delays easing on SR-826 Southbound between FL-826 Palmetto Expy and FL-826. Average speed 15 mph.,Palmetto Expy S,Miami,Miami-Dade,FL,US,33166,US/Eastern,KMIA,2022-08-08T09:53:00.000-04:00,85.0,85.0,74.0,30.08,10.0,E,15.0,0.0,,Mostly Cloudy
C-7693502,1,25.628929,-80.341408,2022-05-03 18:34:00+00:00,2022-05-03 19:37:38+00:00,1.8799999952316284,6.0,7.0,Slow,Delays of seven minutes on SR-992 Eastbound in Rockdale. Average speed five mph.,Busway,Miami,Miami-Dade,FL,US,33157,US/Eastern,KTMB,2022-05-03T14:53:00.000-04:00,86.0,86.0,59.0,30.02,10.0,SE,9.0,0.0,,Fair
C-31048285,0,25.956694,-80.146782,2022-03-11 18:33:00+00:00,2022-03-11 19:16:44+00:00,1.7400000095367432,0.0,1.0,Moderate,Delays of one minute on US-1 Biscayne Blvd Northbound between US-1 Biscayne Blvd and 195th St. Average speed 15 mph.,Biscayne Blvd,Miami,Miami-Dade,FL,US,33180-2314,US/Eastern,KHWO,2022-03-11T13:53:00.000-05:00,85.0,85.0,59.0,29.98,10.0,S,17.0,0.0,,Fair
C-12326656,0,25.740578,-80.23625200000002,2022-02-08 13:02:00+00:00,2022-02-08 13:48:51+00:00,2.299999952316284,1.0,2.0,Moderate,Delays of two minutes and delays easing on US-1 Dixie Hwy Southbound between I-95 and 26th Ave. Average speed 15 mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33133-3137,US/Eastern,KMIA,2022-02-08T07:53:00.000-05:00,70.0,70.0,93.0,30.04,7.0,CALM,0.0,0.0,,Mostly Cloudy
C-12006288,0,25.565229,-80.382568,2022-09-01 12:12:00+00:00,2022-09-01 12:53:15+00:00,1.6799999475479126,0.0,3.0,Moderate,Delays of three minutes on US-1 Dixie Hwy Northbound between US-1 Dixie Hwy and 118th Ave. Average speed ten mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33170,US/Eastern,KHST,2022-09-01T07:55:00.000-04:00,78.0,78.0,89.0,29.97,10.0,CALM,0.0,0.0,,Fair
C-22581295,1,25.636017,-80.337875,2022-08-18 19:55:00+00:00,2022-08-18 21:30:19+00:00,4.019999980926514,3.0,7.0,Moderate,Delays of seven minutes and delays easing on US-1 Dixie Hwy Southbound between US-1 Pinecrest Pkwy Dixie Hwy and US-1 Dixie Hwy. Average speed ten mph.,S Dixie Hwy,Miami,Miami-Dade,FL,US,33176,US/Eastern,KTMB,2022-08-18T15:53:00.000-04:00,89.0,89.0,61.0,29.94,10.0,S,12.0,0.0,,Thunder
C-7448636,0,25.573959,-80.343513,2022-02-11 21:50:00+00:00,2022-02-11 22:32:00+00:00,1.600000023841858,0.0,2.0,Moderate,Delays of two minutes on Old Cutler Rd Southbound between 85th Ave and Marlin Rd. Average speed 15 mph.,Old Cutler Rd,Miami,Miami-Dade,FL,US,33189,US/Eastern,KHST,2022-02-11T16:56:00.000-05:00,76.0,76.0,73.0,29.98,10.0,E,8.0,0.0,,Cloudy
C-24812988,1,25.761169,-80.320854,2022-04-12 11:31:00+00:00,2022-04-12 12:43:27+00:00,3.670000076293945,3.0,4.0,Moderate,Delays of four minutes on SR-826 Northbound in Flagami. Average speed 20 mph.,Palmetto Expy N,Miami,Miami-Dade,FL,US,33144,US/Eastern,KMIA,2022-04-12T07:53:00.000-04:00,75.0,75.0,57.0,30.14,10.0,E,15.0,0.0,,Mostly Cloudy
C-7865152,1,25.7943,-80.239754,2022-08-16 15:09:00+00:00,2022-08-16 16:13:10+00:00,1.830000042915344,4.0,5.0,Slow,Delays of five minutes and delays increasing on SR-9 Northbound in West Little Havana. Average speed ten mph.,NW 27th Ave,Miami,Miami-Dade,FL,US,33125-1225,US/Eastern,KMIA,2022-08-16T10:53:00.000-04:00,88.0,88.0,61.0,29.96,10.0,S,7.0,0.0,,Partly Cloudy
C-30726135,0,25.766157,-80.190788,2022-01-20 20:50:00+00:00,2022-01-20 21:31:59+00:00,0.7200000286102295,1.0,2.0,Slow,Delays of two minutes on US-1 Brickell Ave Southbound between I-95 Exits 1B 2A 2B 2C and US-1 Brickell Ave. Average speed five mph.,SE 8th St,Miami,Miami-Dade,FL,US,33131,US/Eastern,KMIA,2022-01-20T15:53:00.000-05:00,74.0,74.0,91.0,30.03,2.0,W,6.0,0.29,,Heavy Rain
C-23744456,2,25.818289,-80.206497,2022-09-08 11:09:00+00:00,2022-09-08 11:52:10+00:00,5.150000095367432,3.0,3.0,Fast,Delays of three minutes on I-95 Southbound between Exit 8A 95th St and Exits 4 4B FL-112-TOLL Airport Expy. Average speed 30 mph.,I-95 S,Miami,Miami-Dade,FL,US,33127,US/Eastern,KMIA,2022-09-08T06:53:00.000-04:00,80.0,80.0,85.0,29.8,10.0,CALM,0.0,0.0,,Partly Cloudy
C-14132877,1,25.957111,-80.173103,2022-06-07 21:24:00+00:00,2022-06-07 22:11:51+00:00,2.759999990463257,0.0,1.0,Fast,Delays of one minute and delays increasing on I-95 Southbound in Ives Estates. Average speed 30 mph.,I-95 S,Miami,Miami-Dade,FL,US,33179,US/Eastern,KHWO,,,,,,,,,,,
C-22179881,0,25.68733,-80.352646,2022-02-22 12:36:00+00:00,2022-02-22 13:25:52+00:00,1.2799999713897705,3.0,3.0,Slow,Delays of three minutes and delays increasing on SR-94 Southbound between FL-94 88th St and FL-874-TOLL. Average speed ten mph.,N Kendall Dr,Miami,Miami-Dade,FL,US,33176-1943,US/Eastern,KTMB,2022-02-22T07:53:00.000-05:00,73.0,,81.0,30.21,10.0,,,0.0,,Mostly Cloudy
C-10260710,1,25.74815,-80.32141899999998,2022-01-11 20:06:00+00:00,2022-01-11 21:56:49+00:00,2.009999990463257,2.0,5.0,Slow,Delays of five minutes and delays increasing on Sw 24th St Westbound in Coral Way Village. Average speed ten mph.,Coral Way,Miami,Miami-Dade,FL,US,33155,US/Eastern,KMIA,2022-01-11T14:53:00.000-05:00,75.0,75.0,69.0,30.14,10.0,ENE,10.0,0.0,,Partly Cloudy
C-2183687,0,25.77429,-80.336678,2022-05-25 21:18:00+00:00,2022-05-25 22:27:38+00:00,1.8999999761581416,3.0,4.0,Slow,Delays of four minutes and delays easing on Nw 87th Ave Southbound between 87th Ave and FL-973 87th Ave. Average speed ten mph.,County Hwy-913,Miami,Miami-Dade,FL,US,33126,US/Eastern,KMIA,2022-05-25T16:53:00.000-04:00,86.0,86.0,61.0,30.02,10.0,ESE,17.0,0.0,,Mostly Cloudy
C-22743626,0,25.729219,-80.41529799999998,2022-02-14 23:12:00+00:00,2022-02-14 23:53:00+00:00,1.2100000381469729,1.0,2.0,Slow,Delays of two minutes on Sw 42nd St Westbound in Kendale Lakes. Average speed ten mph.,SW 42nd St,Miami,Miami-Dade,FL,US,33175-3201,US/Eastern,KTMB,2022-02-14T17:53:00.000-05:00,68.0,68.0,52.0,30.21,10.0,NE,12.0,0.0,,Partly Cloudy
