ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindDir,WindSpeed(mph),Precipitation(in),Weather_Event,Weather_Conditions
C-20283626,1,41.937309,-87.704437,2022-07-24 23:50:00+00:00,2022-07-25 00:34:30+00:00,4.2100000381469735,2.0,5.0,Moderate,Delays of five minutes on I-90 Kennedy Expy Eastbound between I-94 Edens Expy and I-90 Kennedy Expy. Average speed 20 mph.,I-94 Express Lane,Chicago,Cook,IL,US,60618,US/Central,KORD,2022-07-24T19:51:00.000-04:00,82.0,82.0,56.0,29.13,10.0,WNW,14.0,0.0,,Mostly Cloudy
C-171450,2,41.92651,-87.685799,2022-08-13 00:02:00+00:00,2022-08-13 00:43:27+00:00,3.359999895095825,0.0,3.0,Fast,Delays of three minutes on I-90 Kennedy Expy Eastbound between Exit 45A Addison St and Webster Ave. Average speed 20 mph.,I-90 E,Chicago,Cook,IL,US,60647,US/Central,KMDW,2022-08-12T19:53:00.000-04:00,76.0,76.0,48.0,29.48,10.0,VAR,3.0,0.0,,Mostly Cloudy
C-18479278,1,41.975868,-87.692352,2022-02-18 21:10:00+00:00,2022-02-18 21:58:05+00:00,2.390000104904175,3.0,5.0,Slow,Delays of five minutes and delays increasing on US-41 Foster Ave Northbound between Wayne Ave and Lincoln Ave. Average speed ten mph.,W Foster Ave,Chicago,Cook,IL,US,60625-2519,US/Central,KORD,2022-02-18T15:51:00.000-05:00,27.0,12.0,43.0,29.2,10.0,SSW,23.0,0.0,,Mostly Cloudy / Windy
C-10241841,2,41.87537,-87.68135799999996,2022-01-14 13:42:00+00:00,2022-01-14 14:28:13+00:00,4.960000038146973,3.0,4.0,Fast,Delays of four minutes and delays increasing on I-290 Eisenhower Expy Eastbound between Exit 24B Lexington St and Exits 28A 28B Congress Pkwy. Average speed 25 mph.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,US,60612,US/Central,KMDW,2022-01-14T08:53:00.000-05:00,34.0,24.0,73.0,29.47,10.0,NE,16.0,0.0,,Cloudy
C-12345264,2,41.936291,-87.702629,2022-02-05 22:55:00+00:00,2022-02-05 23:46:07+00:00,4.400000095367432,6.0,6.0,Moderate,Delays of six minutes and delays increasing on I-90 Kennedy Expy Eastbound between I-94 Edens Expy and I-90 Kennedy Expy. Average speed 20 mph.,I-90 E,Chicago,Cook,IL,US,60618,US/Central,KORD,2022-02-05T17:51:00.000-05:00,17.0,1.0,54.0,29.54,10.0,S,20.0,0.0,,Fair
C-24809007,3,41.88251500000001,-87.646004,2022-04-12 21:15:00+00:00,2022-04-12 21:58:55+00:00,20.280000686645508,16.0,34.0,Moderate,Severe delays of 34 minutes on I-90 Kennedy Expy Eastbound between I-190 and Exit 51E Monroe St. Average speed 15 mph.,I-90 E,Chicago,Cook,IL,US,60661,US/Central,KMDW,2022-04-12T16:53:00.000-04:00,70.0,70.0,46.0,29.16,10.0,SSE,15.0,0.0,,Cloudy
C-30965336,2,41.940636,-87.710052,2022-03-23 23:08:00+00:00,2022-03-23 23:53:00+00:00,2.5899999141693115,0.0,4.0,Moderate,Delays of four minutes on I-94 Westbound in Avondale. Average speed 15 mph.,Kennedy Expy W,Chicago,Cook,IL,US,60618,US/Central,KORD,2022-03-23T18:51:00.000-04:00,54.0,54.0,90.0,28.71,6.0,CALM,0.0,0.06,,Light Rain
C-5741861,1,41.98222,-87.806374,2022-08-26 13:57:00+00:00,2022-08-26 14:39:41+00:00,2.5899999141693115,0.0,1.0,Fast,Delays of one minute on I-90 Kennedy Expy Eastbound between I-190 and Gregory St. Average speed 25 mph.,I-90 E,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-08-26T09:51:00.000-04:00,70.0,70.0,76.0,29.34,10.0,N,9.0,0.0,,Partly Cloudy
C-18502294,0,41.843849,-87.68539399999996,2022-02-17 22:23:00+00:00,2022-02-17 23:05:18+00:00,1.3400000333786009,2.0,2.0,Moderate,Delays of two minutes on Western Ave Southbound between 19th St and 27th St. Average speed ten mph.,S Western Ave,Chicago,Cook,IL,US,60608,US/Central,KMDW,2022-02-17T17:23:00.000-05:00,25.0,10.0,81.0,29.22,0.5,N,22.0,0.0,,Snow / Windy
C-12177540,3,41.950428,-87.72528100000002,2022-03-06 00:04:00+00:00,2022-03-06 00:45:38+00:00,9.380000114440918,9.0,10.0,Moderate,Severe delays of ten minutes on I-90 Kennedy Expy Eastbound between I-190 and Exit 44B Pulaski Rd. Average speed 20 mph.,I-90 E,Chicago,Cook,IL,US,60618,US/Central,KORD,2022-03-05T18:51:00.000-05:00,66.0,66.0,59.0,28.98,10.0,S,18.0,0.0,,Mostly Cloudy
C-11973638,0,41.932758,-87.64563000000004,2022-09-02 21:23:00+00:00,2022-09-02 22:13:44+00:00,0.5899999737739563,1.0,2.0,Slow,Delays of two minutes and delays easing on Diversey Pkwy Westbound between Commonwealth Ave and Orchard St. Average speed five mph.,W Diversey Pkwy,Chicago,Cook,IL,US,60657,US/Central,KMDW,2022-09-02T16:53:00.000-04:00,86.0,86.0,43.0,29.35,10.0,S,15.0,0.0,,Mostly Cloudy
C-15297734,1,41.882813,-87.645569,2022-04-18 13:48:00+00:00,2022-04-18 14:30:55+00:00,1.8899999856948853,1.0,1.0,Moderate,Delays of one minute on I-94 Westbound between I-90 Dan Ryan Express Lane and I-90 Kennedy Expy. Average speed 20 mph.,I-90 W,Chicago,Cook,IL,US,60661,US/Central,KMDW,2022-04-18T09:53:00.000-04:00,38.0,38.0,79.0,29.42,10.0,CALM,0.0,0.0,,Cloudy
C-23738940,1,41.982231,-87.804436,2022-09-08 15:46:00+00:00,2022-09-08 16:28:27+00:00,2.0899999141693115,0.0,2.0,Fast,Delays of two minutes on I-90 Kennedy Expy Eastbound between I-190 and Gregory St. Average speed 25 mph.,I-90 E,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-09-08T11:51:00.000-04:00,77.0,77.0,48.0,29.3,10.0,VAR,7.0,0.0,,Fair
C-205443,3,41.805473,-87.779549,2022-08-10 23:04:00+00:00,2022-08-10 23:54:33+00:00,8.930000305175781,7.0,13.0,Moderate,Severe delays of 13 minutes and delays increasing on I-55 Stevenson Expy Northbound between Exits 279A 279A-B 279B US-12 La Grange Rd and I-55 Stevenson Expy. Average speed 15 mph.,Adlai E Stevenson Expy N,Chicago,Cook,IL,US,60638,US/Central,KMDW,2022-08-10T18:53:00.000-04:00,85.0,85.0,43.0,29.42,10.0,ESE,5.0,0.0,,Fair
C-22462987,2,41.715191,-87.62352,2022-09-04 19:40:00+00:00,2022-09-04 21:07:33+00:00,5.739999771118164,3.0,5.0,Moderate,Delays of five minutes and delays easing on I-94 Bishop Ford Fwy Eastbound between Exits 59C 60A 60C 61A Lafayette Ave and Exit 63 I-57. Average speed 25 mph.,Bishop Ford Fwy S,Chicago,Cook,IL,US,60628,US/Central,KMDW,2022-09-04T15:53:00.000-04:00,74.0,74.0,76.0,29.41,10.0,NE,13.0,0.0,,Cloudy
C-28531802,2,41.9333,-87.69757800000002,2022-05-18 19:43:00+00:00,2022-05-18 20:38:19+00:00,4.940000057220459,4.0,5.0,Moderate,Delays of five minutes and delays increasing on I-90 Kennedy Expy Eastbound between I-94 Edens Expy and I-90 Kennedy Expy. Average speed 20 mph.,I-90 E,Chicago,Cook,IL,US,60618,US/Central,KORD,2022-05-18T15:51:00.000-04:00,56.0,56.0,87.0,29.05,6.0,N,6.0,0.0,,Cloudy
C-7857407,1,41.9333,-87.69757800000002,2022-08-16 22:35:00+00:00,2022-08-16 23:23:37+00:00,4.940000057220459,0.0,4.0,Fast,Delays of four minutes and delays increasing on I-90 Kennedy Expy Eastbound between I-94 Edens Expy and I-90 Kennedy Expy. Average speed 25 mph.,I-90 E,Chicago,Cook,IL,US,60618,US/Central,KORD,2022-08-16T18:51:00.000-04:00,77.0,77.0,36.0,29.37,10.0,NNE,16.0,0.0,,Fair
C-9110525,1,41.724377,-87.62468,2022-04-23 20:46:00+00:00,2022-04-23 21:52:52+00:00,4.730000019073486,1.0,3.0,Moderate,Delays of three minutes and delays increasing on I-94 Bishop Ford Fwy Eastbound between Exits 59C 60A 60C 61A Lafayette Ave and Exit 63 I-57. Average speed 30 mph.,Dan Ryan Expy S,Chicago,Cook,IL,US,60620,US/Central,KMDW,2022-04-23T16:53:00.000-04:00,84.0,84.0,35.0,29.17,10.0,SSW,29.0,0.0,,Mostly Cloudy / Windy
C-44804,0,41.88042100000001,-87.617188,2022-03-16 20:28:00+00:00,2022-03-16 21:37:57+00:00,1.9900000095367432,3.0,3.0,Moderate,Delays of three minutes and delays increasing on US-41 Lake Shore Dr Northbound between Waldron Dr and Monroe Dr. Average speed 15 mph.,S Lake Shore Dr,Chicago,Cook,IL,US,60603,US/Central,KMDW,2022-03-16T16:53:00.000-04:00,71.0,71.0,34.0,29.21,10.0,SSW,17.0,0.0,,Mostly Cloudy
C-28547556,2,41.87175,-87.74812299999998,2022-05-17 13:52:00+00:00,2022-05-17 15:03:55+00:00,3.220000028610228,26.0,27.0,Slow,Severe delays of 27 minutes and delays increasing on I-290 Eisenhower Expy Westbound between Exits 26B 27A Sacramento Blvd and Exit 24A Flournoy St. Average speed five mph.,Chicago-Kansas City Expressway W,Chicago,Cook,IL,US,60644,US/Central,KMDW,2022-05-17T09:53:00.000-04:00,61.0,61.0,41.0,29.39,10.0,ENE,9.0,0.0,,Partly Cloudy
C-13903595,2,41.824097,-87.720543,2022-01-23 09:58:00+00:00,2022-01-23 10:38:56+00:00,9.359999656677246,4.0,4.0,Fast,Delays of four minutes on I-55 Stevenson Expy Northbound between Exits 282 282A 282B IL-171 and Exits 288 289 California Ave. Average speed 35 mph.,Adlai E Stevenson Expy N,Chicago,Cook,IL,US,60632,US/Central,KMDW,2022-01-23T04:53:00.000-05:00,24.0,14.0,81.0,29.16,1.0,NE,10.0,0.02,,Light Snow
C-14106366,1,41.867519,-87.624199,2022-06-09 22:35:00+00:00,2022-06-10 00:27:56+00:00,1.6399999856948853,5.0,6.0,Slow,Delays of six minutes and delays easing on Michigan Ave Southbound between Madison St and Roosevelt Rd. Average speed five mph.,S Michigan Ave,Chicago,Cook,IL,US,60605,US/Central,KMDW,2022-06-09T18:53:00.000-04:00,78.0,78.0,29.0,29.26,10.0,WNW,14.0,0.0,,Partly Cloudy
C-9104070,1,41.918259,-87.671288,2022-04-25 03:32:00+00:00,2022-04-25 04:42:56+00:00,1.649999976158142,2.0,2.0,Moderate,Delays of two minutes and delays easing on I-90 Kennedy Expy Eastbound between Exit 47A Fullerton Ave and Paulina St. Average speed 20 mph.,I-90 E,Chicago,Cook,IL,US,60614,US/Central,KMDW,2022-04-24T23:53:00.000-04:00,62.0,62.0,46.0,29.24,10.0,WNW,14.0,0.0,,Mostly Cloudy
C-7875337,1,41.903931,-87.660889,2022-08-15 01:42:00+00:00,2022-08-15 02:23:41+00:00,2.1400001049041752,2.0,2.0,Moderate,Delays of two minutes on I-94 Westbound in Noble Square. Average speed 20 mph.,Kennedy Expy W,Chicago,Cook,IL,US,60642,US/Central,KMDW,2022-08-14T21:53:00.000-04:00,72.0,72.0,68.0,29.32,10.0,NNE,13.0,0.0,,Cloudy
C-2154025,2,41.71765900000001,-87.62487,2022-05-29 21:39:00+00:00,2022-05-29 22:53:49+00:00,3.5699999332427983,2.0,3.0,Moderate,Delays of three minutes and delays easing on I-94 Bishop Ford Fwy Eastbound between Exits 59C 60A 60C 61A Lafayette Ave and Exit 63 I-57. Average speed 20 mph.,Bishop Ford Fwy,Chicago,Cook,IL,US,60628,US/Central,KMDW,2022-05-29T17:53:00.000-04:00,86.0,86.0,37.0,29.12,10.0,S,15.0,0.0,,Mostly Cloudy
C-22558258,2,41.982342,-87.792603,2022-08-19 21:46:00+00:00,2022-08-19 22:34:37+00:00,4.480000019073486,1.0,8.0,Moderate,Delays of eight minutes and delays increasing on I-90 Kennedy Expy Eastbound between I-90 and Exit 82A Gregory St. Average speed 15 mph.,N Natoma Ave,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-08-19T17:51:00.000-04:00,82.0,82.0,44.0,29.18,10.0,S,15.0,0.0,,Mostly Cloudy
C-13889599,0,41.50602,-87.652061,2022-01-24 13:44:00+00:00,2022-01-24 14:36:08+00:00,1.4299999475479126,1.0,1.0,Moderate,Delays of one minute and delays increasing on US-30 14th St Eastbound in Indian Hill. Average speed 15 mph.,W Lincoln Hwy,Chicago Heights,Cook,IL,US,60411-2536,US/Central,KIGQ,2022-01-24T08:35:00.000-05:00,20.0,10.0,95.0,28.99,0.75,SSW,9.0,0.01,,Light Snow
C-31041261,0,41.946621,-87.70841999999998,2022-03-11 21:49:00+00:00,2022-03-11 22:34:00+00:00,0.7900000214576721,2.0,2.0,Slow,Delays of two minutes on Addison St Westbound between Mozart St and Elston Ave. Average speed five mph.,W Addison St,Chicago,Cook,IL,US,60618-4328,US/Central,KORD,2022-03-11T16:51:00.000-05:00,29.0,18.0,43.0,29.23,10.0,W,15.0,0.0,,Mostly Cloudy
C-3883491,1,41.872154,-87.73748,2022-01-01 23:51:00+00:00,2022-01-02 00:34:00+00:00,3.950000047683716,1.0,1.0,Fast,Delays of one minute on I-290 Eisenhower Expy Eastbound between Exit 21B IL-43 Harlem Ave and Kostner Ave. Average speed 35 mph.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,US,60624,US/Central,KMDW,2022-01-01T18:53:00.000-05:00,32.0,20.0,82.0,29.18,1.0,NNE,21.0,0.0,,Light Snow / Windy
C-32059125,2,41.982342,-87.792603,2022-07-12 21:06:00+00:00,2022-07-12 21:48:01+00:00,4.820000171661377,2.0,4.0,Fast,Delays of four minutes on I-90 Kennedy Expy Eastbound between I-90 and Exit 82A Gregory St. Average speed 25 mph.,N Natoma Ave,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-07-12T16:51:00.000-04:00,84.0,84.0,37.0,29.15,10.0,NW,13.0,0.0,,Partly Cloudy
C-1087614,1,41.88253,-87.645561,2022-02-03 13:27:00+00:00,2022-02-03 14:09:11+00:00,1.850000023841858,1.0,2.0,Moderate,Delays of two minutes on I-90 Kennedy Expy Westbound between I-90 Dan Ryan Express Lane Dan Ryan Expy and Exit 51B Randolph St. Average speed 20 mph.,I-90 W,Chicago,Cook,IL,US,60661,US/Central,KMDW,2022-02-03T08:53:00.000-05:00,23.0,11.0,72.0,29.75,10.0,N,14.0,0.0,,Light Snow
C-22584634,1,41.84626,-87.63859599999998,2022-08-18 19:44:00+00:00,2022-08-18 20:41:42+00:00,2.200000047683716,1.0,1.0,Moderate,Delays of one minute and delays easing on I-90 Dan Ryan Expy Eastbound between Exit 53C I-55 Exits 292 292A 292B 293A 293B and I-90 Dan Ryan Expy Dan Ryan Express Lane. Average speed 25 mph.,Dan Ryan Expy S,Chicago,Cook,IL,US,60616,US/Central,KMDW,2022-08-18T15:53:00.000-04:00,85.0,85.0,37.0,29.32,10.0,WSW,15.0,0.0,,Mostly Cloudy
C-32080097,2,41.805473,-87.779549,2022-07-09 05:17:00+00:00,2022-07-09 06:02:33+00:00,3.130000114440918,5.0,5.0,Moderate,Delays of five minutes on I-55 Stevenson Expy Northbound between Exits 282 282A 282B IL-171 and I-55 Stevenson Expy. Average speed 15 mph.,Adlai E Stevenson Expy N,Chicago,Cook,IL,US,60638,US/Central,KMDW,2022-07-09T01:23:00.000-04:00,73.0,73.0,76.0,29.42,10.0,ENE,14.0,0.0,,Partly Cloudy
C-24232389,3,41.882202,-87.645988,2022-07-20 20:45:00+00:00,2022-07-20 21:27:49+00:00,19.950000762939453,37.0,52.0,Slow,Severe delays of 52 minutes on I-90 Kennedy Expy Eastbound between I-190 and Exit 51F-G Adams St. Average speed ten mph.,I-90 E,Chicago,Cook,IL,US,60661,US/Central,KMDW,2022-07-20T16:53:00.000-04:00,87.0,87.0,46.0,28.96,10.0,W,24.0,0.0,,Mostly Cloudy / Windy
C-73747,2,41.982292,-87.798477,2022-03-14 20:20:00+00:00,2022-03-14 21:18:51+00:00,4.1599998474121085,4.0,4.0,Fast,Delays of four minutes and delays increasing on I-90 Kennedy Expy Eastbound between I-90 and Exit 82A Gregory St. Average speed 20 mph.,I-90 E,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-03-14T15:51:00.000-04:00,61.0,61.0,36.0,29.32,10.0,SSW,14.0,0.0,,Mostly Cloudy
C-22465552,1,41.86235,-87.64431,2022-09-03 23:34:00+00:00,2022-09-04 00:29:20+00:00,0.0,1.0,3.0,Moderate,Delays of three minutes and delays easing on I-94 Westbound near I-90 Dan Ryan Express Lane. Average speed 15 mph.,I-94 W,Chicago,Cook,IL,US,60607,US/Central,KMDW,2022-09-03T19:32:00.000-04:00,78.0,78.0,71.0,29.41,10.0,NNE,15.0,0.0,,Mostly Cloudy
C-18505982,0,41.8811,-87.692947,2022-02-17 23:08:00+00:00,2022-02-18 00:02:13+00:00,1.7300000190734863,3.0,3.0,Slow,Delays of three minutes and delays increasing on Madison St Eastbound in East Garfield Park. Average speed ten mph.,W Madison St,Chicago,Cook,IL,US,60612-2015,US/Central,KMDW,2022-02-17T18:14:00.000-05:00,23.0,8.0,85.0,29.24,0.12,NNW,20.0,0.01,,Heavy Snow
C-16182770,1,41.779133,-87.722778,2022-05-16 20:38:00+00:00,2022-05-16 21:36:36+00:00,3.25,8.0,11.0,Slow,Severe delays of eleven minutes and delays increasing on Pulaski Rd Southbound between 47th St and 63rd St. Average speed five mph.,S Pulaski Rd,Chicago,Cook,IL,US,60629-4640,US/Central,KMDW,2022-05-16T16:53:00.000-04:00,78.0,78.0,25.0,29.17,10.0,WNW,20.0,0.0,,Partly Cloudy
C-23593388,0,41.875721,-87.61734,2022-04-13 21:25:00+00:00,2022-04-13 22:23:48+00:00,1.1200000047683716,1.0,1.0,Moderate,Delays of one minute and delays easing on US-41 Jean Baptiste Pointe Dusable Lk Shr Dr Southbound between Wacker Dr and Balbo Dr. Average speed 15 mph.,S Lake Shore Dr,Chicago,Cook,IL,US,60605,US/Central,KMDW,2022-04-13T17:43:00.000-04:00,69.0,69.0,78.0,28.85,1.0,SW,29.0,0.1,,Rain / Windy
C-30715624,2,41.815304,-87.629814,2022-01-21 20:38:00+00:00,2022-01-21 21:31:11+00:00,3.759999990463257,6.0,6.0,Moderate,Delays of six minutes and delays increasing on I-90 Dan Ryan Express Lane Westbound between I-94 Dan Ryan Expy and Exit 53C I-55 Exits 292 292A 292B 293A 293B. Average speed 15 mph.,Dan Ryan Expy N,Chicago,Cook,IL,US,60609,US/Central,KMDW,2022-01-21T15:53:00.000-05:00,26.0,18.0,47.0,29.81,10.0,SSE,8.0,0.0,,Partly Cloudy
C-13904035,2,41.826851,-87.7118,2022-01-22 13:35:00+00:00,2022-01-22 14:51:54+00:00,3.190000057220459,8.0,8.0,Moderate,Delays of eight minutes and delays easing on I-55 Stevenson Expy Northbound between Exit 286 IL-50 Cicero Ave and Exits 288 289 California Ave. Average speed ten mph.,Adlai E Stevenson Expy N,Chicago,Cook,IL,US,60632,US/Central,KMDW,2022-01-22T08:53:00.000-05:00,23.0,11.0,65.0,29.55,10.0,SW,14.0,0.0,,Light Snow
C-3859498,1,41.51955,-87.579155,2022-01-03 15:09:00+00:00,2022-01-03 16:03:11+00:00,1.919999957084656,7.0,7.0,Slow,Delays of seven minutes and delays easing on IL-394 Northbound between US-30 Lincoln Hwy and Glenwood Dyer Rd. Average speed ten mph.,Bishop Ford Fwy N,Chicago Heights,Cook,IL,US,60411,US/Central,KIGQ,2022-01-03T10:15:00.000-05:00,10.0,0.0,79.0,29.71,10.0,WSW,6.0,0.0,,Fair
C-28516320,0,41.884346,-87.651138,2022-05-19 21:55:00+00:00,2022-05-19 23:29:53+00:00,2.220000028610229,2.0,4.0,Slow,Delays of four minutes and delays increasing on Randolph St Westbound between Garland Ct and Morgan St. Average speed ten mph.,W Randolph St,Chicago,Cook,IL,US,60607-2256,US/Central,KMDW,2022-05-19T17:53:00.000-04:00,87.0,87.0,30.0,28.86,10.0,SSW,16.0,0.0,,Mostly Cloudy
C-9263974,2,41.857197,-87.64415,2022-07-13 16:38:00+00:00,2022-07-13 18:36:53+00:00,4.460000038146973,2.0,5.0,Moderate,Delays of five minutes and delays easing on I-94 Westbound between I-90 Dan Ryan Expy and I-90 Dan Ryan Express Lane. Average speed 20 mph.,S Ruble St,Chicago,Cook,IL,US,60616,US/Central,KMDW,2022-07-13T12:53:00.000-04:00,84.0,84.0,44.0,29.31,10.0,NNW,14.0,0.0,,Mostly Cloudy
C-26059207,0,41.690708,-87.681129,2022-02-02 14:42:00+00:00,2022-02-02 15:35:06+00:00,1.9900000095367432,3.0,3.0,Moderate,Delays of three minutes and delays easing on Western Ave Southbound between Western Ave and 111th Pl. Average speed ten mph.,W 111th Pl,Chicago,Cook,IL,US,60643-3903,US/Central,KMDW,2022-02-02T09:53:00.000-05:00,22.0,9.0,85.0,29.55,0.5,N,14.0,0.02,,Snow
C-18567935,1,41.95388,-87.7276,2022-03-04 23:29:00+00:00,2022-03-05 00:11:43+00:00,2.970000028610228,3.0,9.0,Slow,Delays of nine minutes on Pulaski Rd Southbound in Irving Park. Average speed five mph.,N Pulaski Rd,Chicago,Cook,IL,US,60641-2930,US/Central,KORD,2022-03-04T18:51:00.000-05:00,37.0,30.0,57.0,29.49,10.0,E,9.0,0.0,,Cloudy
C-6182737,3,41.669361,-87.59676400000002,2022-07-30 17:35:00+00:00,2022-07-30 18:33:01+00:00,5.320000171661377,19.0,19.0,Slow,Severe delays of 19 minutes and delays increasing on I-94 Bishop Ford Fwy Westbound between Exits 71A 71B IL-83 and Exits 66A 66B 115th St. Average speed ten mph.,Bishop Ford Fwy,Chicago,Cook,IL,US,60628,US/Central,KMDW,2022-07-30T13:53:00.000-04:00,83.0,83.0,38.0,29.51,10.0,S,5.0,0.0,,Partly Cloudy
C-16214846,3,41.982563,-87.795059,2022-05-12 23:01:00+00:00,2022-05-12 23:59:55+00:00,7.599999904632567,0.0,13.0,Moderate,Severe delays of 13 minutes and delays easing on I-90 Kennedy Expy Westbound between Exit 45A Addison St and Exits 81A 81B Bryn Mawr Ave. Average speed 15 mph.,I-90 W,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-05-12T18:51:00.000-04:00,90.0,90.0,31.0,29.23,10.0,S,15.0,0.0,,Partly Cloudy
C-21170789,1,41.862728,-87.644318,2022-01-15 19:12:00+00:00,2022-01-15 21:15:59+00:00,1.6299999952316284,2.0,3.0,Slow,Delays of three minutes and delays easing on I-94 Westbound between I-90 Dan Ryan Express Lane and I-90 Kennedy Expy. Average speed ten mph.,Dan Ryan Expy N,Chicago,Cook,IL,US,60607,US/Central,KMDW,2022-01-15T13:53:00.000-05:00,25.0,12.0,63.0,29.69,10.0,ENE,16.0,0.0,,Mostly Cloudy
C-5179265,1,41.89735,-87.61702700000002,2022-07-07 19:49:00+00:00,2022-07-07 21:14:04+00:00,1.5499999523162842,5.0,5.0,Slow,Delays of five minutes and delays increasing on US-41 Jean Baptiste Pointe Dusable Lk Shr Dr Northbound between Wacker Dr and Michigan Ave. Average speed ten mph.,N Lake Shore Dr N,Chicago,Cook,IL,US,60611,US/Central,KMDW,2022-07-07T15:53:00.000-04:00,84.0,84.0,58.0,29.31,10.0,E,12.0,0.0,,Cloudy
C-12155570,2,41.98254,-87.79782900000002,2022-03-07 22:03:00+00:00,2022-03-07 23:11:30+00:00,5.480000019073486,0.0,6.0,Moderate,Delays of six minutes and delays increasing on I-90 Kennedy Expy Westbound between Exit 43C Montrose Ave and Exit 80 IL-72 Higgins Ave. Average speed 20 mph.,I-90 W,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-03-07T16:51:00.000-05:00,34.0,25.0,67.0,29.31,10.0,WNW,14.0,0.0,,Cloudy
C-23557095,0,41.89291,-87.614281,2022-04-16 02:45:00+00:00,2022-04-16 03:47:53+00:00,1.559999942779541,3.0,4.0,Moderate,Delays of four minutes and delays increasing on US-41 Jean Baptiste Pointe Dusable Lk Shr Dr Southbound between Michigan Ave and Monroe Dr. Average speed ten mph.,N Lake Shore Dr S,Chicago,Cook,IL,US,60611,US/Central,KMDW,2022-04-15T22:53:00.000-04:00,47.0,42.0,42.0,29.28,10.0,WNW,10.0,0.0,,Cloudy
C-1120587,0,41.895451,-87.720795,2022-02-02 21:43:00+00:00,2022-02-02 22:32:09+00:00,1.9900000095367432,1.0,3.0,Slow,Delays of three minutes and delays increasing on Chicago Ave Westbound between California Ave and Hamlin Ave. Average speed ten mph.,W Chicago Ave,Chicago,Cook,IL,US,60651-3822,US/Central,KMDW,2022-02-02T16:48:00.000-05:00,23.0,9.0,80.0,29.56,1.0,N,18.0,0.0,,Light Snow
C-30735651,1,41.897221,-87.65924100000002,2022-01-19 20:43:00+00:00,2022-01-19 21:23:59+00:00,2.289999961853028,0.0,1.0,Fast,Delays of one minute on I-90 Kennedy Expy Eastbound between Exit 48A Armitage Ave and Exit 50A Racine Ave. Average speed 25 mph.,I-90 E,Chicago,Cook,IL,US,60642,US/Central,KMDW,2022-01-19T15:53:00.000-05:00,23.0,9.0,53.0,29.5,10.0,NW,17.0,0.0,,Mostly Cloudy
C-18511946,0,41.896641,-87.632729,2022-02-17 23:10:00+00:00,2022-02-17 23:51:25+00:00,1.3300000429153442,2.0,3.0,Slow,Delays of three minutes on Lasalle Dr Northbound between La Salle St and La Salle Dr. Average speed ten mph.,W Chicago Ave,Chicago,Cook,IL,US,60654-3217,US/Central,KMDW,2022-02-17T18:14:00.000-05:00,23.0,8.0,85.0,29.24,0.12,NNW,20.0,0.01,,Heavy Snow
C-26046948,1,41.67091,-87.59830500000002,2022-02-02 08:38:00+00:00,2022-02-02 09:18:55+00:00,5.769999980926514,2.0,2.0,Fast,Delays of two minutes on I-94 Bishop Ford Fwy Eastbound between Exit 65 Stony Island Ext and Exits 68A 68B 130th St. Average speed 35 mph.,Bishop Ford Fwy E,Chicago,Cook,IL,US,60633,US/Central,KGYY,2022-02-02T03:35:00.000-05:00,31.0,20.0,95.0,29.5,1.0,NNW,14.0,0.0,,Snow
C-3871226,2,41.875431,-87.672737,2022-01-02 08:11:00+00:00,2022-01-02 08:52:51+00:00,8.470000267028809,4.0,3.0,Fast,Delays of three minutes on I-290 Eisenhower Expy Eastbound between Exit 23A Austin Blvd and Exit 29A Congress Pkwy. Average speed 35 mph.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,US,60612,US/Central,KMDW,2022-01-02T03:10:00.000-05:00,25.0,11.0,81.0,29.29,2.0,NNW,20.0,0.0,,Light Snow
C-25141124,1,41.98254,-87.79782900000002,2022-03-10 18:08:00+00:00,2022-03-10 18:50:49+00:00,2.549999952316284,0.0,2.0,Fast,Delays of two minutes on I-90 Kennedy Expy Westbound between Exit 83A Foster Ave and Exit 80 IL-72 Higgins Ave. Average speed 25 mph.,I-90 W,Chicago,Cook,IL,US,60656,US/Central,KORD,2022-03-10T12:51:00.000-05:00,29.0,29.0,47.0,29.5,10.0,CALM,0.0,0.0,,Cloudy
C-2416563,0,41.88042100000001,-87.617188,2022-08-09 21:56:00+00:00,2022-08-09 22:40:48+00:00,1.6399999856948853,2.0,4.0,Slow,Delays of four minutes on US-41 Jean Baptiste Pointe Dusable Lk Shr Dr Northbound between Mcfetridge Dr and Monroe Dr. Average speed ten mph.,S Lake Shore Dr,Chicago,Cook,IL,US,60603,US/Central,KMDW,2022-08-09T17:53:00.000-04:00,76.0,76.0,50.0,29.42,10.0,NE,10.0,0.0,,Partly Cloudy
