ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindDir,WindSpeed(mph),Precipitation(in),Weather_Event,Weather_Conditions
C-23755673,0,40.80611,-73.93843100000002,2022-09-07 17:06:00+00:00,2022-09-07 17:47:43+00:00,1.0099999904632568,1.0,2.0,Slow,Delays of two minutes on Harlem River Dr Southbound in Marcus Garvey. Average speed ten mph.,Park Ave,New York,New York,NY,US,10035-1610,US/Eastern,KNYC,2022-09-07T12:51:00.000-04:00,69.0,69.0,75.0,29.91,10.0,ENE,9.0,0.0,,Cloudy
C-25153311,0,40.750099,-73.974915,2022-03-09 23:25:00+00:00,2022-03-10 00:12:10+00:00,1.8899999856948853,2.0,3.0,Slow,Delays of three minutes and delays increasing on 3rd Ave Northbound between 17th St and 42nd St. Average speed ten mph.,E 41st St,New York,New York,NY,US,10017-5521,US/Eastern,KNYC,2022-03-09T18:51:00.000-05:00,34.0,28.0,92.0,29.85,7.0,VAR,7.0,0.0,,Cloudy
C-22643055,2,40.779671,-73.926613,2022-07-01 11:33:00+00:00,2022-07-01 12:13:37+00:00,3.109999895095825,5.0,5.0,Moderate,Delays of five minutes on I-278 Robert F Kennedy Brg Eastbound between Exit 43 30th Ave and Exit 46 Central Rd. Average speed 15 mph.,Robert F Kennedy Brg,New York,New York,NY,US,10035,US/Eastern,KNYC,2022-07-01T07:51:00.000-04:00,76.0,76.0,74.0,29.99,6.0,VAR,3.0,0.0,,Haze
C-8132144,0,40.746891,-74.008049,2022-03-17 20:10:00+00:00,2022-03-17 20:51:22+00:00,0.6399999856948853,1.0,1.0,Slow,Delays of one minute on RT-9A Southbound between NY-9A 12th Ave and NY-9A 11th Ave. Average speed ten mph.,11th Ave,New York,New York,NY,US,10011,US/Eastern,KNYC,2022-03-17T16:15:00.000-04:00,51.0,51.0,92.0,29.81,2.0,VAR,6.0,0.0,,Fog
C-23581283,1,40.746471,-73.986,2022-04-14 18:52:00+00:00,2022-04-14 19:37:05+00:00,6.139999866485598,3.0,16.0,Slow,Severe delays of 16 minutes on 5th Ave Southbound between 106th St and 30th St. Average speed five mph.,E 31st St,New York,New York,NY,US,10016-6702,US/Eastern,KNYC,2022-04-14T14:51:00.000-04:00,77.0,77.0,45.0,29.61,10.0,ENE,6.0,0.0,,Fair
C-33019823,0,40.760941,-73.964111,2022-05-24 16:57:00+00:00,2022-05-24 17:39:14+00:00,0.5099999904632568,0.0,1.0,Slow,Delays of one minute on 2nd Ave Southbound between 66th St and Ed Koch Queensboro Brg-Lower Level. Average speed five mph.,2nd Ave,New York,New York,NY,US,10022-1238,US/Eastern,KNYC,2022-05-24T12:51:00.000-04:00,65.0,65.0,56.0,30.21,10.0,VAR,5.0,0.0,,Cloudy
C-13387600,1,40.720749,-73.974731,2022-02-26 21:36:00+00:00,2022-02-26 22:22:17+00:00,2.740000009536743,2.0,3.0,Moderate,Delays of three minutes and delays increasing on Fdr Dr Southbound in Lower East Side. Average speed 15 mph.,FDR Dr N,New York,New York,NY,US,10009,US/Eastern,KJRB,2022-02-26T16:51:00.000-05:00,35.0,35.0,46.0,30.18,10.0,CALM,0.0,0.0,,Fair
C-2948191,0,40.764664,-73.97692099999998,2022-01-31 15:33:00+00:00,2022-01-31 16:13:14+00:00,0.6499999761581421,1.0,1.0,Slow,Delays of one minute on 6th Ave Northbound between 50th St and 58th St. Average speed five mph.,Avenue of the Americas,New York,New York,NY,US,10019-2501,US/Eastern,KNYC,2022-01-31T10:51:00.000-05:00,27.0,27.0,45.0,30.27,10.0,ENE,3.0,0.0,,Fair
C-8538743,2,40.735409,-73.974983,2022-02-04 20:17:00+00:00,2022-02-04 21:26:17+00:00,5.6599998474121085,4.0,10.0,Moderate,Severe delays of ten minutes on Fdr Dr Southbound between 92nd St and Avenue C. Average speed 15 mph.,E 23rd St,New York,New York,NY,US,10009,US/Eastern,KJRB,2022-02-04T15:19:00.000-05:00,32.0,26.0,92.0,29.78,2.0,VAR,7.0,0.04,,Wintry Mix
C-14125348,1,40.73967,-73.990936,2022-06-08 15:50:00+00:00,2022-06-08 17:01:01+00:00,7.239999771118164,3.0,19.0,Slow,Severe delays of 19 minutes and delays easing on 5th Ave Southbound between 110th St and 20th St. Average speed five mph.,W 20th St,New York,New York,NY,US,10011-3701,US/Eastern,KNYC,2022-06-08T11:51:00.000-04:00,78.0,,56.0,29.79,10.0,,,0.0,,Fair
C-11110225,1,40.742691,-73.977425,2022-02-03 17:56:00+00:00,2022-02-03 18:47:24+00:00,2.0799999237060547,3.0,6.0,Slow,Delays of six minutes and delays easing on 2nd Ave Southbound between 56th St and 30th St. Average speed five mph.,2nd Ave,New York,New York,NY,US,10016-6370,US/Eastern,KNYC,2022-02-03T12:54:00.000-05:00,45.0,45.0,97.0,30.1,2.0,VAR,3.0,0.0,,Light Rain
C-19823230,0,40.757893,-73.989296,2022-08-22 16:27:00+00:00,2022-08-22 17:53:42+00:00,1.9099999666213991,0.0,4.0,Slow,Delays of four minutes and delays easing on 8th Ave Northbound between 19th St and 43rd St. Average speed five mph.,8th Ave,New York,New York,NY,US,10036-7107,US/Eastern,KNYC,2022-08-22T12:38:00.000-04:00,73.0,73.0,96.0,29.82,1.0,CALM,0.0,0.17,,Light Rain
C-7461986,0,40.746319,-73.997726,2022-02-10 23:40:00+00:00,2022-02-11 00:20:15+00:00,1.0,0.0,1.0,Slow,Delays of one minute on 8th Ave Northbound between 8th Ave and 25th St. Average speed ten mph.,8th Ave,New York,New York,NY,US,10001-4803,US/Eastern,KNYC,2022-02-10T18:51:00.000-05:00,48.0,45.0,37.0,29.81,10.0,VAR,6.0,0.0,,Fair
C-2937820,0,40.752914,-73.977806,2022-02-01 20:05:00+00:00,2022-02-01 20:53:20+00:00,2.0,2.0,4.0,Slow,Delays of four minutes and delays increasing on Park Ave Southbound in Murray Hill. Average speed ten mph.,Vanderbilt Ave,New York,New York,NY,US,10017-3804,US/Eastern,KNYC,2022-02-01T14:51:00.000-05:00,35.0,35.0,54.0,30.41,10.0,VAR,3.0,0.0,,Fair
C-5754790,1,40.724323,-74.011215,2022-08-26 16:45:00+00:00,2022-08-26 17:38:45+00:00,2.0699999332427983,3.0,4.0,Slow,Delays of four minutes and delays increasing on RT-9A Northbound between West St and Canal St. Average speed ten mph.,West St,New York,New York,NY,US,10013,US/Eastern,KJRB,2022-08-26T12:51:00.000-04:00,85.0,85.0,61.0,29.82,9.0,VAR,6.0,0.0,,Mostly Cloudy
C-21148692,0,40.757912,-73.977654,2022-01-16 22:03:00+00:00,2022-01-16 22:43:12+00:00,1.3600000143051147,2.0,3.0,Slow,Delays of three minutes on 5th Ave Southbound between 65th St and 49th St. Average speed ten mph.,E 49th St,New York,New York,NY,US,10017-1055,US/Eastern,KNYC,2022-01-16T16:51:00.000-05:00,29.0,20.0,78.0,30.05,10.0,E,9.0,0.0,,Cloudy
C-17572764,1,40.74474,-73.99517800000002,2022-02-20 22:11:00+00:00,2022-02-20 23:14:14+00:00,2.4300000667572017,3.0,5.0,Slow,Delays of five minutes and delays increasing on Broadway Southbound between 54th St and 23rd St. Average speed ten mph.,7th Ave,New York,New York,NY,US,10011-1821,US/Eastern,KNYC,2022-02-20T16:51:00.000-05:00,36.0,30.0,31.0,30.24,10.0,WSW,8.0,0.0,,Fair
C-2833409,0,40.719051,-74.002136,2022-04-08 20:39:00+00:00,2022-04-08 21:20:08+00:00,1.3200000524520874,2.0,4.0,Slow,Delays of four minutes on Broadway Southbound in Little Italy. Average speed five mph.,Broadway,New York,New York,NY,US,10013-3519,US/Eastern,KJRB,2022-04-08T16:51:00.000-04:00,63.0,63.0,23.0,29.54,10.0,SW,7.0,0.0,,Fair
C-1530762,0,40.754642,-73.98790699999998,2022-08-31 20:54:00+00:00,2022-08-31 21:43:52+00:00,0.9200000166893004,1.0,2.0,Slow,Delays of two minutes and delays easing on 7th Ave Southbound between 51st St and 39th St. Average speed five mph.,7th Ave,New York,New York,NY,US,10018-3200,US/Eastern,KNYC,2022-08-31T16:51:00.000-04:00,84.0,84.0,28.0,29.69,10.0,WNW,8.0,0.0,,Partly Cloudy
C-8886627,0,40.731831,-73.996651,2022-02-16 16:07:00+00:00,2022-02-16 16:51:13+00:00,1.2899999618530271,0.0,2.0,Slow,Delays of two minutes on 5th Ave Southbound between 23rd St and Washington Sq. Average speed ten mph.,5th Ave,New York,New York,NY,US,10011-8800,US/Eastern,KNYC,2022-02-16T10:51:00.000-05:00,40.0,34.0,51.0,30.6,10.0,SSE,9.0,0.0,,Fair
C-19806471,0,40.788319,-73.941017,2022-08-23 19:35:00+00:00,2022-08-23 20:45:51+00:00,1.919999957084656,1.0,4.0,Slow,Delays of four minutes and delays increasing on 1st Ave Northbound between 80th St and 104th St. Average speed ten mph.,E 104th St,New York,New York,NY,US,10029-5529,US/Eastern,KNYC,2022-08-23T15:51:00.000-04:00,83.0,83.0,54.0,29.68,10.0,SW,7.0,0.0,,Mostly Cloudy
C-4590595,1,40.760197,-73.95713,2022-06-11 20:11:00+00:00,2022-06-11 21:14:01+00:00,2.509999990463257,3.0,4.0,Slow,Delays of four minutes and delays increasing on Fdr Dr Northbound between Exit 8 Fdr Dr Service Rd and 62nd St. Average speed 15 mph.,FDR Dr N,New York,New York,NY,US,10065,US/Eastern,KNYC,2022-06-11T15:51:00.000-04:00,70.0,70.0,61.0,29.82,10.0,CALM,0.0,0.0,,Cloudy
C-16212716,2,40.706387,-74.014717,2022-05-12 11:37:00+00:00,2022-05-12 13:00:00+00:00,3.6800000667572017,6.0,7.0,Slow,Delays of seven minutes and delays increasing on I-478 Hugh L Carey Tunnel Northbound between I-278 Brooklyn Queens Expy and West St Exit 2. Average speed ten mph.,Brooklyn Battery Tunl W,New York,New York,NY,US,10006,US/Eastern,KJRB,2022-05-12T07:30:00.000-04:00,61.0,61.0,70.0,30.18,10.0,ENE,12.0,0.0,,Cloudy
C-19811025,0,40.74828,-73.98468000000003,2022-08-23 14:39:00+00:00,2022-08-23 15:19:44+00:00,1.9099999666213991,1.0,4.0,Slow,Delays of four minutes on 5th Ave Southbound between 58th St and 34th St. Average speed ten mph.,5th Ave,New York,New York,NY,US,10001-3105,US/Eastern,KNYC,2022-08-23T10:51:00.000-04:00,76.0,76.0,79.0,29.73,10.0,CALM,0.0,0.0,,Partly Cloudy
C-30716069,1,40.773037,-73.966614,2022-01-21 19:34:00+00:00,2022-01-21 21:14:24+00:00,3.259999990463257,3.0,9.0,Slow,Delays of nine minutes and delays easing on 5th Ave Southbound between 112th St and 72nd St. Average speed five mph.,5th Ave,New York,New York,NY,US,10021-4113,US/Eastern,KNYC,2022-01-21T14:51:00.000-05:00,21.0,21.0,40.0,30.41,10.0,CALM,0.0,0.0,,Fair
C-5734391,1,40.720749,-73.974731,2022-08-27 23:24:00+00:00,2022-08-28 00:17:42+00:00,2.740000009536743,3.0,4.0,Moderate,Delays of four minutes and delays increasing on Fdr Dr Southbound in Lower East Side. Average speed 15 mph.,FDR Dr N,New York,New York,NY,US,10009,US/Eastern,KJRB,2022-08-27T19:51:00.000-04:00,78.0,,68.0,29.93,10.0,,,0.0,,Fair
C-12312065,0,40.747459,-74.007942,2022-02-09 13:44:00+00:00,2022-02-09 14:57:18+00:00,1.830000042915344,3.0,3.0,Slow,Delays of three minutes and delays increasing on RT-9A Southbound between NY-9A 12th Ave and NY-9A 11th Ave. Average speed ten mph.,11th Ave,New York,New York,NY,US,10011,US/Eastern,KNYC,2022-02-09T08:51:00.000-05:00,34.0,34.0,54.0,30.02,10.0,CALM,0.0,0.0,,Fair
C-25156143,1,40.784592,-73.949768,2022-03-09 19:44:00+00:00,2022-03-09 20:47:10+00:00,3.7300000190734863,3.0,10.0,Slow,Severe delays of ten minutes and delays increasing on 3rd Ave Northbound between 49th St and 95th St. Average speed ten mph.,3rd Ave,New York,New York,NY,US,10128-2522,US/Eastern,KNYC,2022-03-09T14:51:00.000-05:00,34.0,27.0,92.0,29.81,1.0,ENE,8.0,0.11,,Rain
C-13104997,1,40.71283,-74.004356,2022-03-22 19:31:00+00:00,2022-03-22 21:28:26+00:00,2.0299999713897705,4.0,5.0,Slow,Delays of five minutes on Brooklyn Brg Northbound between Adams St and Centre St. Average speed ten mph.,Brooklyn Brg,New York,New York,NY,US,10038,US/Eastern,KJRB,2022-03-22T15:51:00.000-04:00,57.0,57.0,12.0,30.03,10.0,VAR,7.0,0.0,,Fair
C-4565284,1,40.762226,-73.993576,2022-06-15 17:16:00+00:00,2022-06-15 17:58:46+00:00,1.3400000333786009,3.0,5.0,Slow,Delays of five minutes on 10th Ave Northbound between NY-495 Lincoln Tunnel Expy and 47th St. Average speed five mph.,10th Ave,New York,New York,NY,US,10036-2905,US/Eastern,KNYC,2022-06-15T12:51:00.000-04:00,81.0,81.0,38.0,30.01,10.0,VAR,3.0,0.0,,Fair
C-7864744,0,40.745445,-73.978317,2022-08-16 16:23:00+00:00,2022-08-16 17:03:40+00:00,1.2999999523162842,0.0,2.0,Slow,Delays of two minutes on 3rd Ave Northbound between 17th St and 34th St. Average speed ten mph.,3rd Ave,New York,New York,NY,US,10016-4857,US/Eastern,KNYC,2022-08-16T12:51:00.000-04:00,81.0,81.0,38.0,29.93,10.0,ENE,9.0,0.0,,Fair
C-7516594,0,40.765541,-73.97625699999998,2022-04-04 19:50:00+00:00,2022-04-04 20:40:47+00:00,2.049999952316284,1.0,4.0,Slow,Delays of four minutes and delays increasing on 6th Ave Northbound between Broadway and Central Park. Average speed ten mph.,Center Dr,New York,New York,NY,US,10023,US/Eastern,KNYC,2022-04-04T15:51:00.000-04:00,53.0,53.0,35.0,29.85,10.0,W,3.0,0.0,,Partly Cloudy
C-12332194,0,40.778492,-73.98172,2022-02-07 23:06:00+00:00,2022-02-07 23:46:17+00:00,0.6399999856948853,1.0,1.0,Slow,Delays of one minute on Amsterdam Ave Northbound between 64th St and 72nd St. Average speed ten mph.,Amsterdam Ave,New York,New York,NY,US,10023-5005,US/Eastern,KNYC,2022-02-07T17:58:00.000-05:00,36.0,36.0,97.0,30.03,1.0,CALM,0.0,0.0,,Fog
C-16206335,0,40.766735,-73.971214,2022-05-13 20:54:00+00:00,2022-05-13 21:42:41+00:00,1.919999957084656,0.0,3.0,Slow,Delays of three minutes on 5th Ave Southbound between 5th Ave and 62nd St. Average speed ten mph.,E 63rd St,New York,New York,NY,US,10065-7209,US/Eastern,KNYC,2022-05-13T16:51:00.000-04:00,68.0,68.0,84.0,30.11,6.0,ENE,6.0,0.0,,Light Rain
C-22764136,1,40.737461,-73.97444899999998,2022-02-12 18:53:00+00:00,2022-02-12 19:37:18+00:00,1.2300000190734863,1.0,1.0,Moderate,Delays of one minute on Fdr Dr Southbound between Exit 8 Fdr Dr Service Rd and Exit 7 25th St. Average speed 20 mph.,FDR Dr S,New York,New York,NY,US,10010,US/Eastern,KNYC,2022-02-12T13:51:00.000-05:00,56.0,56.0,36.0,29.83,10.0,W,8.0,0.0,,Fair
C-6937633,0,40.71862,-74.00251,2022-03-02 16:04:00+00:00,2022-03-02 16:48:17+00:00,2.0799999237060547,0.0,4.0,Slow,Delays of four minutes on Broadway Southbound between Union Sq and Walker St. Average speed ten mph.,Walker St,New York,New York,NY,US,10013-3520,US/Eastern,KJRB,2022-03-02T10:51:00.000-05:00,45.0,41.0,42.0,29.93,10.0,VAR,7.0,0.0,,Fair
C-2830392,2,40.720749,-73.974731,2022-04-08 21:34:00+00:00,2022-04-08 22:18:59+00:00,3.740000009536743,1.0,6.0,Moderate,Delays of six minutes on Fdr Dr Southbound in Lower East Side. Average speed 15 mph.,FDR Dr N,New York,New York,NY,US,10009,US/Eastern,KJRB,2022-04-08T17:51:00.000-04:00,63.0,63.0,24.0,29.55,10.0,CALM,0.0,0.0,,Fair
C-7694649,1,40.760941,-73.964111,2022-05-03 15:41:00+00:00,2022-05-03 16:25:26+00:00,3.009999990463257,1.0,7.0,Slow,Delays of seven minutes on 2nd Ave Southbound between 97th St and Ed Koch Queensboro Brg-Lower Level. Average speed ten mph.,2nd Ave,New York,New York,NY,US,10022-1238,US/Eastern,KNYC,2022-05-03T11:51:00.000-04:00,59.0,59.0,62.0,30.08,10.0,VAR,6.0,0.0,,Fair
C-9249427,0,40.747898,-73.989166,2022-07-14 23:53:00+00:00,2022-07-15 00:38:51+00:00,0.8700000047683716,1.0,2.0,Slow,Delays of two minutes and delays easing on 6th Ave Northbound between 20th St and 31st St. Average speed ten mph.,Avenue of the Americas,New York,New York,NY,US,10001-3502,US/Eastern,KNYC,2022-07-14T19:51:00.000-04:00,85.0,85.0,34.0,29.89,10.0,VAR,3.0,0.0,,Cloudy
C-18578118,0,40.770123,-73.98782299999998,2022-03-04 15:55:00+00:00,2022-03-04 16:54:52+00:00,1.7699999809265137,2.0,3.0,Slow,Delays of three minutes and delays increasing on 10th Ave Northbound between 37th St and Amsterdam Ave. Average speed ten mph.,10th Ave,New York,New York,NY,US,10019-1016,US/Eastern,KNYC,2022-03-04T10:51:00.000-05:00,28.0,22.0,36.0,30.45,10.0,VAR,6.0,0.0,,Fair
C-25014693,1,40.773449,-73.95184300000003,2022-01-26 14:09:00+00:00,2022-01-26 15:40:14+00:00,2.5699999332427983,5.0,8.0,Slow,Delays of eight minutes and delays easing on 1st Ave Northbound between 49th St and 81st St. Average speed five mph.,1st Ave,New York,New York,NY,US,10028-3904,US/Eastern,KNYC,2022-01-26T08:51:00.000-05:00,21.0,21.0,48.0,30.25,10.0,CALM,0.0,0.0,,Fair
C-13116608,1,40.710411,-74.009468,2022-03-21 21:00:00+00:00,2022-03-21 22:23:05+00:00,2.220000028610229,2.0,5.0,Slow,Delays of five minutes and delays easing on Broadway Southbound between Bond St and Dey St. Average speed five mph.,Broadway,New York,New York,NY,US,10007-3101,US/Eastern,KJRB,2022-03-21T16:51:00.000-04:00,62.0,62.0,19.0,29.9,10.0,W,9.0,0.0,,Fair
C-7478599,1,40.736736,-74.000984,2022-04-07 15:51:00+00:00,2022-04-07 17:02:58+00:00,2.559999942779541,1.0,6.0,Slow,Delays of six minutes and delays increasing on 7th Ave Southbound between Times Sq and 11th St. Average speed five mph.,W 11th St,New York,New York,NY,US,10014-2275,US/Eastern,KJRB,2022-04-07T11:51:00.000-04:00,48.0,45.0,89.0,29.74,9.0,VAR,7.0,0.0,,Cloudy
C-18984034,0,40.755512,-73.983604,2022-06-06 13:49:00+00:00,2022-06-06 14:30:18+00:00,0.8100000023841858,1.0,2.0,Slow,Delays of two minutes on 6th Ave Northbound between Broadway and 44th St. Average speed five mph.,W 43rd St,New York,New York,NY,US,10036-6514,US/Eastern,KNYC,2022-06-06T09:51:00.000-04:00,71.0,71.0,42.0,29.96,10.0,VAR,3.0,0.0,,Fair
C-30935350,1,40.78904,-73.94360400000002,2022-04-02 17:53:00+00:00,2022-04-02 19:16:59+00:00,2.490000009536743,3.0,6.0,Slow,Delays of six minutes on 2nd Ave Southbound in East Harlem. Average speed ten mph.,2nd Ave,New York,New York,NY,US,10029-5408,US/Eastern,KNYC,2022-04-02T13:51:00.000-04:00,48.0,46.0,33.0,29.94,10.0,W,5.0,0.0,,Fair
C-21946558,1,40.75978900000001,-73.987923,2022-08-24 22:26:00+00:00,2022-08-25 00:13:41+00:00,2.3299999237060547,2.0,5.0,Slow,Delays of five minutes and delays increasing on 8th Ave Northbound between 17th St and 46th St. Average speed ten mph.,8th Ave,New York,New York,NY,US,10036-7019,US/Eastern,KNYC,2022-08-24T18:51:00.000-04:00,85.0,85.0,36.0,29.84,10.0,CALM,0.0,0.0,,Fair
C-12144968,0,40.791531,-73.972206,2022-03-08 18:38:00+00:00,2022-03-08 19:26:18+00:00,2.640000104904175,0.0,4.0,Slow,Delays of four minutes and delays increasing on Amsterdam Ave Northbound between 60th St and 93rd St. Average speed ten mph.,Amsterdam Ave,New York,New York,NY,US,10025-7448,US/Eastern,KNYC,2022-03-08T13:51:00.000-05:00,45.0,39.0,30.0,30.02,10.0,WNW,13.0,0.0,,Fair
C-2435437,1,40.705868,-74.01325200000002,2022-08-08 12:19:00+00:00,2022-08-08 13:34:40+00:00,2.6600000858306885,3.0,5.0,Slow,Delays of five minutes and delays increasing on Broadway Southbound between Bleecker St and Morris St. Average speed ten mph.,Broadway,New York,New York,NY,US,10004-1703,US/Eastern,KJRB,2022-08-08T08:04:00.000-04:00,81.0,81.0,79.0,29.96,10.0,VAR,6.0,0.0,,Mostly Cloudy
C-22177121,1,40.7117,-74.008339,2022-02-22 15:30:00+00:00,2022-02-22 17:12:17+00:00,2.5699999332427983,0.0,6.0,Slow,Delays of six minutes and delays increasing on Broadway Southbound between 9th St and Park Row. Average speed five mph.,Broadway,New York,New York,NY,US,10007-3000,US/Eastern,KJRB,2022-02-22T10:42:00.000-05:00,46.0,43.0,79.0,30.19,5.0,ESE,6.0,0.0,,Cloudy
C-7516912,1,40.79282,-73.923859,2022-04-04 19:07:00+00:00,2022-04-04 19:51:26+00:00,1.2300000190734863,2.0,2.0,Moderate,Delays of two minutes on I-278 Robert F Kennedy Brg Eastbound between Exit 45 I-278-TRUCK Hoyt Ave and Exit 46 Central Rd. Average speed ten mph.,Robert F Kennedy Brg E,New York,New York,NY,US,10035,US/Eastern,KNYC,2022-04-04T14:51:00.000-04:00,53.0,53.0,35.0,29.86,10.0,VAR,5.0,0.0,,Fair
C-6952358,0,40.743671,-73.988037,2022-03-01 15:36:00+00:00,2022-03-01 16:19:13+00:00,2.240000009536743,2.0,4.0,Slow,Delays of four minutes on 5th Ave Southbound between 54th St and 26th St. Average speed ten mph.,5th Ave,New York,New York,NY,US,10010-1101,US/Eastern,KNYC,2022-03-01T10:51:00.000-05:00,40.0,34.0,49.0,30.09,10.0,S,9.0,0.0,,Cloudy
C-7849336,1,40.786781,-73.938889,2022-08-17 16:06:00+00:00,2022-08-17 16:46:43+00:00,1.4800000190734863,1.0,2.0,Moderate,Delays of two minutes on Fdr Dr Southbound between Exit 17 Harlem River Dr Exits 17 18 19 and Exit 14. Average speed 15 mph.,FDR Dr S,New York,New York,NY,US,10029,US/Eastern,KNYC,2022-08-17T11:51:00.000-04:00,75.0,75.0,44.0,29.93,10.0,VAR,3.0,0.0,,Cloudy
C-7507713,0,40.775005,-73.965172,2022-04-05 18:06:00+00:00,2022-04-05 18:46:46+00:00,1.7599999904632568,0.0,4.0,Slow,Delays of four minutes on 5th Ave Southbound between 97th St and 75th St. Average speed ten mph.,E 76th St,New York,New York,NY,US,10021-1702,US/Eastern,KNYC,2022-04-05T13:51:00.000-04:00,54.0,54.0,33.0,29.95,10.0,CALM,0.0,0.0,,Cloudy
C-19806724,1,40.849518,-73.941399,2022-08-23 18:48:00+00:00,2022-08-23 19:30:47+00:00,1.7699999809265137,0.0,1.0,Moderate,Delays of one minute on I-95 George Washington Bridge Southbound between Exits 1C-D 1D-C-B I-87 Exits 7 7N-S and Exit 1 NY-9A Henry Hudson Pkwy Exits 14 15. Average speed 15 mph.,I-95 S,New York,New York,NY,US,10033,US/Eastern,KNYC,2022-08-23T14:51:00.000-04:00,83.0,,54.0,29.7,10.0,,,0.0,,Mostly Cloudy
C-7434930,1,40.760941,-73.964111,2022-01-03 18:55:00+00:00,2022-01-03 19:36:15+00:00,4.260000228881837,3.0,9.0,Slow,Delays of nine minutes on 2nd Ave Southbound between 112th St and Ed Koch Queensboro Brg-Lower Level. Average speed ten mph.,2nd Ave,New York,New York,NY,US,10022-1238,US/Eastern,KNYC,2022-01-03T13:51:00.000-05:00,28.0,17.0,47.0,29.91,10.0,N,13.0,0.0,,Cloudy
C-25028166,0,40.747025,-73.9935,2022-01-25 14:39:00+00:00,2022-01-25 15:19:16+00:00,0.959999978542328,1.0,2.0,Slow,Delays of two minutes on 7th Ave Southbound between 39th St and 27th St. Average speed ten mph.,7th Ave,New York,New York,NY,US,10001-6012,US/Eastern,KNYC,2022-01-25T09:51:00.000-05:00,37.0,37.0,65.0,29.84,7.0,W,3.0,0.0,,Cloudy
C-30717421,1,40.778767,-73.951111,2022-01-21 16:50:00+00:00,2022-01-21 17:33:13+00:00,3.309999942779541,3.0,5.0,Slow,Delays of five minutes on 2nd Ave Southbound between Harlem River Dr Exits 17 18 19 and 87th St. Average speed ten mph.,2nd Ave,New York,New York,NY,US,10128-3219,US/Eastern,KNYC,2022-01-21T11:51:00.000-05:00,19.0,7.0,42.0,30.45,10.0,ENE,10.0,0.0,,Fair
C-13109287,1,40.750961,-73.98271899999997,2022-03-22 15:25:00+00:00,2022-03-22 16:09:24+00:00,3.839999914169312,3.0,10.0,Slow,Severe delays of ten minutes on 5th Ave Southbound between 5th Ave and 38th St. Average speed ten mph.,E 38th St,New York,New York,NY,US,10016-0002,US/Eastern,KNYC,2022-03-22T11:51:00.000-04:00,50.0,50.0,21.0,30.08,10.0,NW,10.0,0.0,,Fair
C-60409,0,40.761009,-73.986977,2022-03-15 21:55:00+00:00,2022-03-15 22:36:09+00:00,0.8000000119209291,1.0,1.0,Slow,Delays of one minute on 8th Ave Northbound between 38th St and 48th St. Average speed ten mph.,8th Ave,New York,New York,NY,US,10019-7402,US/Eastern,KNYC,2022-03-15T17:51:00.000-04:00,58.0,58.0,42.0,29.99,10.0,SSE,8.0,0.0,,Fair
C-8122191,1,40.785301,-73.94925699999997,2022-03-18 12:25:00+00:00,2022-03-18 14:06:10+00:00,2.450000047683716,2.0,5.0,Slow,Delays of five minutes and delays increasing on 3rd Ave Northbound between 67th St and 97th St. Average speed ten mph.,3rd Ave,New York,New York,NY,US,10128-2504,US/Eastern,KNYC,2022-03-18T08:34:00.000-04:00,52.0,52.0,89.0,29.9,5.0,WSW,3.0,0.0,,Fair
C-12003491,1,40.710411,-74.009468,2022-09-01 14:32:00+00:00,2022-09-01 15:58:44+00:00,3.1600000858306885,1.0,7.0,Slow,Delays of seven minutes and delays increasing on Broadway Southbound between Union Sq and Dey St. Average speed five mph.,Broadway,New York,New York,NY,US,10007-3101,US/Eastern,KJRB,2022-09-01T10:51:00.000-04:00,78.0,78.0,42.0,29.84,10.0,CALM,0.0,0.0,,Fair
C-13412851,0,40.740166,-73.976151,2022-02-25 13:20:00+00:00,2022-02-25 14:02:20+00:00,0.8100000023841858,1.0,1.0,Slow,Delays of one minute on 1st Ave Northbound between Stuyvesant Loop and 29th St. Average speed ten mph.,1st Ave,New York,New York,NY,US,10016-9194,US/Eastern,KNYC,2022-02-25T08:02:00.000-05:00,32.0,23.0,92.0,29.95,3.0,ENE,13.0,0.0,,Wintry Mix
C-17057865,0,40.775597,-73.950317,2022-05-04 14:07:00+00:00,2022-05-04 16:06:25+00:00,2.650000095367432,1.0,4.0,Slow,Delays of four minutes and delays increasing on 1st Ave Northbound between 52nd St and 85th St. Average speed ten mph.,1st Ave,New York,New York,NY,US,10028-4302,US/Eastern,KNYC,2022-05-04T09:51:00.000-04:00,52.0,52.0,97.0,29.89,3.0,VAR,3.0,0.01,,Light Rain
C-24818843,0,40.77153,-73.994438,2022-04-12 13:23:00+00:00,2022-04-12 14:04:01+00:00,1.75,1.0,2.0,Moderate,Delays of two minutes on RT-9A Southbound between NY-9A Henry Hudson Pkwy and NY-9A 12th Ave. Average speed 20 mph.,Henry Hudson Pkwy S,New York,New York,NY,US,10019,US/Eastern,KNYC,2022-04-12T09:51:00.000-04:00,50.0,50.0,80.0,29.9,10.0,WNW,6.0,0.05,,Light Rain
