ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-535354,Source2,3,2022-08-17 06:56:46+00:00,2022-08-17 07:26:19+00:00,41.660538,-87.588875,,,0.0,Lane blocked due to crash on I-94 Bishop Ford Fwy Eastbound at Exits 68A 68B 130th St.,Bishop Ford Fwy W,Chicago,Cook,IL,60633,US,US/Central,KGYY,2022-08-17 06:45:00,66.0,66.0,100.0,29.48,0.25,CALM,0.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-535477,Source2,3,2022-08-17 05:58:47+00:00,2022-08-17 07:00:55+00:00,41.688717,-87.599983,,,0.0,Lane blocked due to crash on I-94 Bishop Ford Fwy Westbound at Exits 66A 66B 115th St.,Bishop Ford Fwy W,Chicago,Cook,IL,60628,US,US/Central,KMDW,2022-08-17 05:53:00,66.0,66.0,78.0,29.44,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-535478,Source2,3,2022-08-17 05:59:22+00:00,2022-08-17 07:00:52+00:00,41.981651,-87.878563,,,0.0,Lane blocked due to crash on I-190 Westbound at Exits 2A 2B US-12 Mannheim Rd.,Mannheim Rd,Chicago,Cook,IL,60666,US,US/Central,KORD,2022-08-17 05:51:00,62.0,62.0,90.0,29.38,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-536858,Source2,3,2022-08-15 09:30:50+00:00,2022-08-15 10:00:33+00:00,41.822742,-87.724884,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Northbound at Exit 287 Pulaski Rd.,Stevenson Expy N,Chicago,Cook,IL,60632,US,US/Central,KMDW,2022-08-15 09:53:00,76.0,76.0,56.0,29.38,10.0,ENE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-537108,Source2,2,2022-08-15 08:08:40+00:00,2022-08-15 08:53:32+00:00,42.308701,-87.876785,,,0.0,Lane blocked due to crash on US-41 Skokie Hwy Northbound at IL-137 Buckley Rd.,N Skokie Hwy,North Chicago,Lake,IL,60064,US,US/Central,KUGN,2022-08-15 07:55:00,68.0,68.0,81.0,29.27,10.0,NE,5.0,0.0,Mostly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-537109,Source2,2,2022-08-15 08:08:08+00:00,2022-08-15 08:52:46+00:00,42.308701,-87.876785,,,0.0,Lane blocked due to crash on US-41 Skokie Hwy Southbound at IL-137 Buckley Rd.,N Skokie Hwy,North Chicago,Lake,IL,60064,US,US/Central,KUGN,2022-08-15 07:55:00,68.0,68.0,81.0,29.27,10.0,NE,5.0,0.0,Mostly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-537639,Source2,3,2022-08-14 13:57:53+00:00,2022-08-14 14:57:18+00:00,41.817348,-87.74282099999998,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Southbound at Exit 286 / IL-50 Cicero Ave.,Adlai E Stevenson Expy N,Chicago,Cook,IL,60632,US,US/Central,KMDW,2022-08-14 13:53:00,74.0,74.0,68.0,29.26,10.0,NNE,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-537855,Source2,3,2022-08-13 11:53:21+00:00,2022-08-13 12:22:55+00:00,41.694263,-87.659653,,,0.0,Lane blocked due to crash on I-57 Northbound at Exit 355 111th St.,W 110th St,Chicago,Cook,IL,60643-3620,US,US/Central,KMDW,2022-08-13 11:53:00,77.0,77.0,48.0,29.41,10.0,SSW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-537977,Source2,3,2022-08-13 13:47:11+00:00,2022-08-13 14:31:36+00:00,41.846886,-87.62861600000002,,,0.0,2 right lane blocked due to crash on I-55 Northbound at I-90 / Exit 53C.,Stevenson Expy N,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-08-13 13:53:00,78.0,78.0,46.0,29.34,10.0,S,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-537996,Source2,3,2022-08-13 12:21:40+00:00,2022-08-13 12:51:06+00:00,41.910511,-87.66489399999998,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 48B IL-64.,I-90 Express Lane,Chicago,Cook,IL,60642,US,US/Central,KMDW,2022-08-13 11:53:00,77.0,77.0,48.0,29.41,10.0,SSW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-538408,Source2,2,2022-08-12 03:06:21+00:00,2022-08-12 03:50:18+00:00,41.87141,-87.748253,,,0.0,Crash on I-290 Eisenhower Expy Eastbound at Exit 24B Cicero Ave.,Eisenhower Expy,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-08-12 02:53:00,65.0,65.0,70.0,29.53,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,True,True,False,True,False,False,False,False,Night,Night,Night,Night
A-539039,Source2,2,2022-08-12 03:47:20+00:00,2022-08-12 05:02:26+00:00,41.81736400000001,-87.630135,,,0.0,Crash on I-90 Dan Ryan Expy Westbound at Exit 56A 43rd St.,I-90 Express Lane,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-08-12 03:53:00,65.0,65.0,70.0,29.53,10.0,NNW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-539206,Source2,2,2022-08-11 03:09:11+00:00,2022-08-11 04:38:14+00:00,41.871441,-87.763184,,,0.0,Crash on I-290 Eisenhower Expy Westbound at Exit 23B Central Ave.,Eisenhower Expy,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-08-11 02:53:00,74.0,74.0,71.0,29.43,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-539416,Source2,3,2022-08-11 17:42:17+00:00,2022-08-11 18:11:57+00:00,41.867462,-87.644524,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Westbound at Roosevelt Rd.,Dan Ryan Expy N,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-08-11 17:53:00,76.0,76.0,45.0,29.49,10.0,NE,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-539943,Source2,3,2022-08-11 08:09:56+00:00,2022-08-11 09:12:58+00:00,41.760017,-87.625137,,,0.0,Lane blocked due to crash on I-94 Dan Ryan Expy Westbound around Exit 59B.,59C,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-08-11 07:53:00,77.0,77.0,52.0,29.47,10.0,NE,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-540214,Source2,1,2022-08-11 06:17:39+00:00,2022-08-11 07:04:46+00:00,41.710411,-87.590187,,,0.0,Right hand shoulder blocked due to crash on I-94 Bishop Ford Fwy Westbound after Exit 65 Stony Island Ext.,S Woodlawn Ave,Chicago,Cook,IL,60628-1645,US,US/Central,KMDW,2022-08-11 05:53:00,75.0,75.0,79.0,29.44,10.0,N,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-540722,Source2,2,2022-08-10 15:28:32+00:00,2022-08-10 16:13:13+00:00,41.904812,-88.150581,,,0.0,Lane blocked due to crash on CR-43 County Farm Rd at CR-7 St Charles Rd.,27W203 Saint Charles Rd,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-08-10 15:52:00,82.0,82.0,51.0,29.3,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-540989,Source2,3,2022-08-10 07:36:57+00:00,2022-08-10 08:06:08+00:00,41.847244,-87.641624,,,0.0,Lane blocked due to crash on I-55 Southbound at Exit 292 I-94.,Stevenson Expy S,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-08-10 07:53:00,69.0,69.0,61.0,29.51,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-540990,Source2,3,2022-08-10 07:40:01+00:00,2022-08-10 08:09:08+00:00,41.984505,-87.83625,,,0.0,Lane blocked due to crash on I-90 Westbound at Exit 77 Cumberland Ave.,Kennedy Expy W,Chicago,Cook,IL,60631,US,US/Central,KORD,2022-08-10 07:51:00,67.0,67.0,66.0,29.45,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-541131,Source2,1,2022-08-10 08:46:33+00:00,2022-08-10 09:16:17+00:00,41.907768,-88.150467,,,0.0,Crash on CR-43 County Farm Rd at IL-64 North Ave.,N County Farm Rd,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-08-10 08:52:00,72.0,72.0,66.0,29.37,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-541232,Source2,3,2022-08-10 06:18:01+00:00,2022-08-10 07:04:07+00:00,41.792027,-87.630913,,,0.0,Lane blocked due to crash on I-90 Chicago Skwy Westbound at Exit 57 Garfield Blvd.,I-94 Express Lane,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-08-10 05:53:00,63.0,63.0,75.0,29.48,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-541330,Source2,3,2022-08-10 06:52:23+00:00,2022-08-10 07:22:01+00:00,41.880512,-87.645821,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 51F-G Adams St.,W Monroe St,Chicago,Cook,IL,60661,US,US/Central,KMDW,2022-08-10 06:53:00,65.0,65.0,73.0,29.5,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-541350,Source2,1,2022-08-10 06:59:16+00:00,2022-08-10 07:28:56+00:00,41.982941,-87.76589200000002,,,0.0,Crash on Bryn Mawr Ave at Linder Ave.,N Linder Ave,Chicago,Cook,IL,60646-6426,US,US/Central,KORD,2022-08-10 06:51:00,63.0,63.0,75.0,29.44,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-541776,Source2,2,2022-08-09 16:11:20+00:00,2022-08-09 16:58:13+00:00,41.907768,-88.150467,,,0.0,Lane blocked due to crash on IL-64 North Ave at CR-43 County Farm Rd.,N County Farm Rd,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-08-09 15:52:00,79.0,79.0,50.0,29.27,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-541856,Source2,2,2022-08-09 16:57:27+00:00,2022-08-09 17:27:12+00:00,41.902248,-88.202164,,,0.0,Lane blocked due to crash on IL-59 Neltnor Blvd at Arbor Ave.,Arbor Ave,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-08-09 16:52:00,79.0,79.0,48.0,29.27,10.0,NNE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-541952,Source2,3,2022-08-09 08:18:23+00:00,2022-08-09 09:03:52+00:00,41.817112,-87.630127,,,0.0,Right lane blocked due to crash on I-90 Dan Ryan Expy inbound near Exit 56 43rd St.,I-94 W,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-08-09 07:53:00,68.0,68.0,76.0,29.43,10.0,N,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-542224,Source2,3,2022-08-09 08:25:52+00:00,2022-08-09 08:55:22+00:00,41.871696,-87.75399,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Exit 24 Laramie Ave.,Eisenhower Expy,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-08-09 08:53:00,72.0,72.0,68.0,29.45,10.0,NNE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-542225,Source2,3,2022-08-09 08:40:54+00:00,2022-08-09 09:56:06+00:00,41.91813300000001,-87.670975,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 48A Armitage Ave.,I-90 E,Chicago,Cook,IL,60614,US,US/Central,KMDW,2022-08-09 08:53:00,72.0,72.0,68.0,29.45,10.0,NNE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-542396,Source2,3,2022-08-09 08:08:11+00:00,2022-08-09 08:53:23+00:00,41.794453,-87.630974,,,0.0,Lane blocked due to crash on I-94 Dan Ryan Express Lane Westbound at Exit 57 Garfield Blvd.,I-90 Express Lane,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-08-09 07:53:00,68.0,68.0,76.0,29.43,10.0,N,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-542397,Source3,1,2022-08-09 08:07:12+00:00,2022-08-09 08:52:28+00:00,41.90007,-88.19564100000002,,,0.0,Crash on IL-59 at Hawthorne Ln.,N Neltnor Blvd,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-08-09 07:52:00,66.0,66.0,81.0,29.29,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,True,False,Day,Day,Day,Day
A-542398,Source2,1,2022-08-09 07:46:26+00:00,2022-08-09 08:16:06+00:00,41.919601,-88.208641,,,0.0,Crash on Franciscan Way near IL-59.,Franciscan Way,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-08-09 07:52:00,66.0,66.0,81.0,29.29,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-542608,Source2,3,2022-08-09 05:49:47+00:00,2022-08-09 06:19:09+00:00,41.660538,-87.588875,,,0.0,Lane blocked due to crash on I-94 Bishop Ford Fwy Westbound at Exit 68 130th St.,Bishop Ford Fwy W,Chicago,Cook,IL,60633,US,US/Central,KGYY,2022-08-09 05:45:00,68.0,68.0,83.0,29.43,10.0,N,7.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-542641,Source2,3,2022-08-09 03:53:43+00:00,2022-08-09 04:57:41+00:00,41.984653,-87.83649399999999,,,0.0,Lane blocked due to crash on I-90 Westbound at Exit 79A Cumberland Ave.,I-190,Chicago,Cook,IL,60631,US,US/Central,KORD,2022-08-09 03:51:00,64.0,64.0,84.0,29.33,10.0,N,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-542652,Source2,3,2022-08-09 04:54:11+00:00,2022-08-09 05:41:48+00:00,41.871792,-87.744827,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Exit 24 IL-50 Cicero Ave.,Eisenhower Expy,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-08-09 04:53:00,67.0,67.0,79.0,29.39,10.0,N,8.0,0.0,Fair,False,False,True,False,False,False,True,False,True,False,False,True,False,Night,Night,Day,Day
A-542857,Source2,3,2022-08-08 17:13:14+00:00,2022-08-08 17:42:53+00:00,41.874008,-87.707962,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 26A Harrison St.,Eisenhower Expy,Chicago,Cook,IL,60624,US,US/Central,KMDW,2022-08-08 17:15:00,70.0,70.0,84.0,29.29,1.0,N,13.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-542858,Source2,2,2022-08-08 16:47:24+00:00,2022-08-08 17:43:36+00:00,41.902248,-88.202164,,,0.0,Lane blocked due to crash on Ingalton Ave at IL-59 Neltnor Blvd.,Arbor Ave,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-08-08 16:49:00,73.0,73.0,83.0,29.14,10.0,N,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-543212,Source2,3,2022-08-08 08:54:03+00:00,2022-08-08 09:23:43+00:00,41.876186,-87.660774,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 28B Racine Ave.,W Van Buren St,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-08-08 08:53:00,78.0,78.0,76.0,29.24,10.0,SSW,14.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-543253,Source2,3,2022-08-08 08:43:41+00:00,2022-08-08 09:13:20+00:00,41.871059,-87.764015,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 23B Central Ave.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-08-08 08:53:00,78.0,78.0,76.0,29.24,10.0,SSW,14.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-543274,Source2,3,2022-08-08 09:35:43+00:00,2022-08-08 10:05:26+00:00,41.875324,-87.68561600000002,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 27C Congress Pkwy.,Eisenhower Expy,Chicago,Cook,IL,60612,US,US/Central,KMDW,2022-08-08 09:53:00,78.0,78.0,74.0,29.25,10.0,W,15.0,0.02,Light Rain,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-543541,Source2,3,2022-08-08 06:10:28+00:00,2022-08-08 06:40:07+00:00,41.831169,-87.630486,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Expy Westbound at Exit 55 35th St.,Dan Ryan Expy N,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-08-08 05:53:00,81.0,81.0,79.0,29.25,10.0,SW,9.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-543599,Source2,3,2022-08-08 06:33:56+00:00,2022-08-08 07:03:34+00:00,41.98188,-87.80751,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy inbound near Exit 81 IL-43 Harlem Ave.,I-90 E,Chicago,Cook,IL,60656,US,US/Central,KORD,2022-08-08 06:51:00,77.0,77.0,79.0,29.21,10.0,W,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-543624,Source2,3,2022-08-08 06:27:08+00:00,2022-08-08 07:14:50+00:00,41.876099,-87.661804,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Exit 29 Loomis St.,Eisenhower Expy,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-08-08 06:53:00,82.0,82.0,76.0,29.27,10.0,W,16.0,0.0,Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-543704,Source2,3,2022-08-08 06:38:23+00:00,2022-08-08 07:08:00+00:00,41.98262,-87.787529,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Exit 82 Nagle Ave.,Kennedy Expy W,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-08-08 06:51:00,77.0,77.0,79.0,29.21,10.0,W,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-543718,Source2,3,2022-08-08 05:27:32+00:00,2022-08-08 05:57:12+00:00,41.98233,-87.814194,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 81A IL-72 Higgins Ave.,I-90,Chicago,Cook,IL,60631,US,US/Central,KORD,2022-08-08 05:51:00,79.0,79.0,88.0,29.17,10.0,SW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-543743,Source2,3,2022-08-08 04:51:31+00:00,2022-08-08 05:52:24+00:00,41.978989,-87.778122,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound near Exit 82C Austin Ave.,Kennedy Expy E,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-08-08 04:51:00,78.0,78.0,90.0,29.16,10.0,SW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-543781,Source2,3,2022-08-08 03:43:39+00:00,2022-08-08 04:56:50+00:00,41.982613,-87.788536,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Exit 82A Nagle Ave.,Kennedy Expy W,Chicago,Cook,IL,60656,US,US/Central,KORD,2022-08-08 03:51:00,77.0,77.0,94.0,29.18,10.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night
A-543808,Source2,3,2022-08-08 05:07:34+00:00,2022-08-08 05:37:05+00:00,41.954742,-87.73266600000002,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 44A IL-19 Irving Park Rd.,I-90 Express Lane,Chicago,Cook,IL,60641,US,US/Central,KORD,2022-08-08 04:51:00,78.0,78.0,90.0,29.16,10.0,SW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-543831,Source2,1,2022-08-08 04:06:56+00:00,2022-08-08 04:36:32+00:00,41.86211,-88.194817,,,0.0,Crash on IL-38 Eastbound at IL-59 Neltnor Blvd.,S Neltnor Blvd,West Chicago,DuPage,IL,60185-5702,US,US/Central,KDPA,2022-08-08 03:52:00,77.0,77.0,90.0,29.1,8.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-544070,Source2,3,2022-08-07 08:57:16+00:00,2022-08-07 09:43:40+00:00,41.67870300000001,-87.661713,,,0.0,Lane blocked due to crash on I-57 Southbound at Exits 355 / 119th St.,I-57,Chicago,Cook,IL,60643,US,US/Central,KMDW,2022-08-07 08:53:00,82.0,82.0,76.0,29.38,10.0,SSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544104,Source2,3,2022-08-07 06:36:15+00:00,2022-08-07 07:21:35+00:00,41.925766,-87.683868,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Exit 47A / Fullerton Ave.,Kennedy Expy W,Chicago,Cook,IL,60647,US,US/Central,KMDW,2022-08-07 06:53:00,81.0,81.0,69.0,29.37,10.0,S,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544109,Source2,3,2022-08-07 06:43:11+00:00,2022-08-07 07:11:17+00:00,41.967754,-87.75544000000002,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound before Exit 84 / Lawrence Ave.,W Lawrence Ave,Chicago,Cook,IL,60630-3823,US,US/Central,KORD,2022-08-07 06:51:00,75.0,75.0,84.0,29.31,10.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544223,Source2,3,2022-08-05 23:28:23+00:00,2022-08-06 01:13:31+00:00,41.875427,-87.65347299999998,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 29A / Congress Pkwy.,Eisenhower Expy,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-08-05 23:53:00,80.0,80.0,79.0,29.38,9.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-544260,Source2,4,2022-08-06 13:29:31+00:00,2022-08-06 14:28:02+00:00,41.982216,-87.807503,,,5.130000114440918,Left lane blocked due to crash on I-90 Kennedy Expy Eastbound from I-190 Exits 1 / Des Plaines River Rd to IL-43 Harlem Ave.,I-90 E,Chicago,Cook,IL,60656,US,US/Central,KORD,2022-08-06 13:51:00,93.0,93.0,45.0,29.3,10.0,S,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-544321,Source2,3,2022-08-06 07:59:44+00:00,2022-08-06 08:28:11+00:00,41.852383,-87.64518699999998,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Westbound at Exits 292 / Canalport Ave.,Dan Ryan Expy W,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-08-06 07:53:00,81.0,81.0,72.0,29.41,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544377,Source2,3,2022-08-06 09:58:24+00:00,2022-08-06 11:11:17+00:00,41.81645200000001,-87.630493,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Eastbound at I-55 Exits 292 / 43Rd St.,I-90 Express Lane,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-08-06 09:53:00,87.0,87.0,61.0,29.41,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544380,Source2,3,2022-08-06 08:14:43+00:00,2022-08-06 09:16:59+00:00,41.82935300000001,-87.704704,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Southbound at Exits 289 / California Ave.,Stevenson Expy S,Chicago,Cook,IL,60623,US,US/Central,KMDW,2022-08-06 07:53:00,81.0,81.0,72.0,29.41,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544381,Source2,3,2022-08-06 07:34:21+00:00,2022-08-06 08:35:41+00:00,41.838104,-87.63101999999998,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Eastbound at I-55 Exits 292.,I-94 Express Lane,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-08-06 07:53:00,81.0,81.0,72.0,29.41,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-544382,Source2,3,2022-08-06 07:53:16+00:00,2022-08-06 08:22:13+00:00,41.96038400000001,-87.741837,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Exit 43C / Montrose Ave.,Kennedy Expy W,Chicago,Cook,IL,60641,US,US/Central,KORD,2022-08-06 07:51:00,79.0,79.0,79.0,29.35,10.0,WSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544385,Source2,3,2022-08-06 06:40:10+00:00,2022-08-06 07:42:23+00:00,41.660538,-87.588875,,,0.0,Lane blocked due to crash on I-94 Bishop Ford Fwy Eastbound at Exits 68A / 130th St.,Bishop Ford Fwy W,Chicago,Cook,IL,60633,US,US/Central,KGYY,2022-08-06 06:45:00,73.0,73.0,94.0,29.46,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
