ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4025284,Source1,2,2022-01-28 18:36:30+00:00,2022-01-28 21:15:21+00:00,40.767359,-73.996206,40.772107,-73.993854,0.35,Stationary traffic on NY-9A N - Henry Hudson Pkwy N - NY-9A from W 40 St exit [6] to W 59th St exit [8] due to accident., 12th Ave,New York,New York,NY,10019-5044,US,US/Eastern,KNYC,2022-01-28 18:40:00,32.0,25.0,82.0,29.93,4.0,NE,8.0,0.0,Haze,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-4025397,Source1,2,2022-05-05 10:21:00+00:00,2022-05-05 12:25:39+00:00,40.756571,-73.990264,40.75792,-73.989316,0.106,Slow traffic from 34th St (8th Ave) to 56th St (8th Ave) due to accident., 8th Ave,New York,New York,NY,10018-1405,US,US/Eastern,KNYC,2022-05-05 10:51:00,63.0,63.0,50.0,30.01,10.0,VAR,6.0,0.0,Fair,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-4025997,Source1,2,2022-11-18 13:51:06+00:00,2022-11-18 18:13:03+00:00,40.780382,-73.98791999999997,40.840341,-73.94609399999999,4.685,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to I-95/Riverside Dr/Exit 14-15 (US-9/NY-9A) due to accident.,Henry Hudson Pkwy,New York,New York,NY,10069,US,US/Eastern,KNYC,2022-11-18 13:51:00,43.0,39.0,35.0,29.95,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4025998,Source1,2,2022-10-03 23:48:06+00:00,2022-10-04 01:15:10+00:00,40.836776,-73.949,40.838071,-73.947932,0.105,NYSDOT - Region 11: Crash on NY 9A northbound Marginal Street (New York) 2 Right lanes of 3 lanes blocked,Henry Hudson Pkwy N,New York,New York,NY,10031,US,US/Eastern,KNYC,2022-10-03 23:51:00,48.0,44.0,89.0,30.03,10.0,NE,8.0,0.02,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4025999,Source1,2,2022-08-20 17:54:02+00:00,2022-08-20 18:46:10+00:00,40.827602,-73.953249,40.84190200000001,-73.945374,1.07,Slow traffic on NY-9A N - Henry Hudson Pkwy N from 125th St/Exit 12 (NY-9A) to I-95/Riverside Dr/Exit 14-15 (US-9/NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10031,US,US/Eastern,KNYC,2022-08-20 17:51:00,84.0,84.0,49.0,30.03,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4026199,Source1,2,2022-05-25 12:42:14+00:00,2022-05-25 16:07:27+00:00,40.789599,-73.926936,40.775135,-73.923322,1.017,NYSDOT - Region 11: Crash on I-278 westbound just past Bronx River Avenue (New York) 1 Right lane of 2 lanes blocked,Rivers Edge Rd,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-05-25 12:51:00,68.0,68.0,45.0,30.28,10.0,VAR,3.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4027278,Source1,2,2022-11-07 20:03:44+00:00,2022-11-14 22:00:00+00:00,40.75669169,-73.99576306,40.75713169,-73.99517306,0.043,Accident from Lincoln Tunl W to W 39th St.,Lincoln Tunnel,New York,New York,NY,10018,US,US/Eastern,KNYC,2022-11-07 19:51:00,68.0,68.0,17.0,30.16,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4027631,Source1,2,2022-09-29 16:31:00+00:00,2022-09-29 18:02:41+00:00,40.847751,-73.945216,40.822527,-73.957779,1.862,Slow traffic on Henry Hudson Pkwy S - NY-9A S from Riverside Dr (US-9/NY-9A) to 125th St/Exit 12 (NY-9A) due to accident.,Henry Hudson Pkwy S,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-09-29 16:51:00,64.0,64.0,45.0,30.23,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4028637,Source1,2,2022-09-05 21:13:30+00:00,2022-09-05 21:34:00+00:00,40.751093,-73.965435,40.754976,-73.961961,0.324,Slow traffic on FDR Dr N from 42nd St/Tunnel Exit St (FDR Dr) to 53rd St/Exit 11 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10017,US,US/Eastern,KNYC,2022-09-05 20:51:00,74.0,74.0,91.0,29.95,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4029001,Source1,2,2022-06-19 08:35:30+00:00,2022-06-19 08:55:30+00:00,40.733919,-73.974597,40.731204,-73.97377900000002,0.192,Slow traffic from I-495/Tunnel Exit St/Queens Midtown Tunnel (FDR Dr) to 20th St/E 7th St/Exit 7 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10009,US,US/Eastern,KJRB,2022-06-19 08:51:00,58.0,58.0,51.0,29.87,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4029490,Source1,2,2022-08-25 20:16:07+00:00,2022-08-25 21:36:30+00:00,40.752166,-73.964454,40.789385,-73.93729300000003,2.938,Stationary traffic on FDR Dr N from 42nd St/Tunnel Exit St (FDR Dr) to 106th St/Exit 15 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10017,US,US/Eastern,KNYC,2022-08-25 19:51:00,81.0,81.0,49.0,29.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-4029527,Source1,2,2022-08-04 15:07:49+00:00,2022-08-04 19:47:38+00:00,40.762893,-74.008973,40.77219,-74.031366,1.336,Slow traffic on NY-495 W - NJ-495 W from 39th St/40th St (NY-495) to Kennedy Blvd (NJ-495) due to accident.,Lincoln Tunl W,New York,New York,NY,10019,US,US/Eastern,KNYC,2022-08-04 14:51:00,91.0,91.0,47.0,29.91,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4029952,Source1,2,2022-07-31 10:11:45+00:00,2022-07-31 12:10:04+00:00,40.850574,-73.946809,40.85447,-73.96573599999998,1.025,Incident on I-95 near I-95 Right lane blocked. Expect delays.,George Washington Brg,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-07-31 09:51:00,78.0,78.0,52.0,30.1,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4029953,Source1,2,2022-06-26 09:27:39+00:00,2022-06-26 14:07:57+00:00,40.851604,-73.952048,40.855188,-73.969638,0.952,Slow traffic on I-95 S - US-1 S - US-9 S from US-9/178th St/Henry Hudson Pkwy (George Washington Bridge (Upper Level)/I-95) to Toll Plaza (George Washington Bridge (Upper Level)/I-95) due to accident.,George Washington Brg,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-06-26 09:51:00,79.0,79.0,64.0,30.02,9.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4030564,Source1,2,2022-04-29 21:46:00+00:00,2022-04-30 01:28:53+00:00,40.721604,-73.989002,40.722654,-73.98796899999998,0.09,Stationary traffic from Delancey St to Orchard St due to accident., Allen St,New York,New York,NY,10002-2146,US,US/Eastern,KJRB,2022-04-29 21:51:00,55.0,55.0,16.0,30.0,10.0,VAR,3.0,0.0,Fair,True,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night
A-4030745,Source1,2,2022-06-26 03:32:00+00:00,2022-06-26 03:44:30+00:00,40.847867,-73.935826,40.846891,-73.933542,0.1369999999999999,Stationary traffic on US-1 N - Trans-Manhattan Expy E - I-95 N from US-9/Henry Hudson Pkwy (George Washington Bridge (Lower Level)/I-95) to Amsterdam Ave/Harlem River Dr (George Washington Bridge (Lower Level)/I-95) due to accident.,I-95 N,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-06-26 03:51:00,75.0,75.0,66.0,30.0,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4031082,Source1,2,2022-10-11 13:26:16+00:00,2022-10-11 13:52:48+00:00,40.763388,-73.953553,40.779564,-73.94358000000003,1.233,Slow traffic on FDR Dr N from NY-25/63rd St/Exit 12 (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10065,US,US/Eastern,KNYC,2022-10-11 13:51:00,68.0,68.0,42.0,30.2,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4031665,Source1,2,2022-08-11 17:48:09+00:00,2022-08-11 18:27:25+00:00,40.786435,-73.94239300000002,40.790924,-73.939131,0.354,Stationary traffic on 1st Ave from 96th St to 116th St due to accident., 1st Ave,New York,New York,NY,10029-6421,US,US/Eastern,KNYC,2022-08-11 17:51:00,87.0,87.0,31.0,29.74,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4031766,Source1,2,2022-07-15 15:08:31+00:00,2022-07-15 17:04:40+00:00,40.714367,-74.013386,40.714917,-74.013263,0.039,Incident on WEST ST near WEST ST Drive with caution., West St,New York,New York,NY,10007,US,US/Eastern,KJRB,2022-07-15 14:51:00,84.0,84.0,43.0,30.04,10.0,VAR,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4031852,Source1,2,2022-07-22 20:09:21+00:00,2022-07-22 22:19:08+00:00,40.817737,-73.961766,40.817966,-73.961525,0.02,NYSDOT - Region 11: Crash on NY 9A northbound at West 129th Street (New York) 2 Left lanes of 3 lanes blocked,Henry Hudson Pkwy N,New York,New York,NY,10024,US,US/Eastern,KNYC,2022-07-22 19:51:00,80.0,80.0,62.0,29.81,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4032123,Source1,2,2022-07-06 14:07:21+00:00,2022-07-06 15:41:53+00:00,40.738534,-74.0099,40.738816,-74.009928,0.02,Incident on WEST ST near WEST ST Drive with caution., West St,New York,New York,NY,10014,US,US/Eastern,KJRB,2022-07-06 13:51:00,80.0,80.0,56.0,29.77,10.0,VAR,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4032133,Source1,2,2022-10-02 22:55:39+00:00,2022-10-03 01:05:00+00:00,40.840511,-73.946129,40.838119,-73.948059,0.194,Incident on HENRY HUDSON PKWY near HENRY HUDSON PKWY Drive with caution.,Henry Hudson Pkwy S,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-10-02 22:51:00,52.0,52.0,40.0,30.07,10.0,NE,15.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4032513,Source1,2,2022-10-14 22:27:30+00:00,2022-10-14 22:51:00+00:00,40.755081,-74.006179,40.76133,-74.001634,0.493,Slow traffic on NY-9A from 30th St (NY-9A) to 42nd St (NY-9A) due to accident., 12th Ave,New York,New York,NY,10001,US,US/Eastern,KNYC,2022-10-14 22:51:00,59.0,59.0,58.0,29.91,10.0,NNW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4032626,Source1,2,2022-04-29 09:32:02+00:00,2022-04-29 09:52:02+00:00,40.798437,-73.923302,40.801072,-73.929468,0.37,Stationary traffic from I-278 (Triborough Bridge) to FDR Dr/2nd Ave/Harlem River Dr (Triborough Bridge) due to accident.,Robert F Kennedy Brg,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-04-29 09:51:00,47.0,41.0,21.0,30.01,10.0,WNW,14.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4033594,Source1,2,2022-07-14 18:11:23+00:00,2022-07-14 19:59:41+00:00,40.780843,-73.944126,40.737363,-73.974518,3.399,Slow traffic on FDR Dr S from 106th St/Exit 15 (FDR Dr) to 20th St/E 7th St/Exit 7 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10128,US,US/Eastern,KNYC,2022-07-14 17:51:00,87.0,87.0,33.0,29.86,10.0,VAR,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4034111,Source1,2,2022-01-09 00:17:30+00:00,2022-01-09 00:38:00+00:00,40.70871233920713,-73.99827361071587,40.709122339207134,-74.00100361071587,0.146,Stationary traffic from Brooklyn Br exit [2] to Pearl St due to accident.,FDR Dr S,New York,New York,NY,10038,US,US/Eastern,KJRB,2022-01-09 00:51:00,30.0,,43.0,30.41,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4034515,Source1,2,2022-07-21 11:20:38+00:00,2022-07-21 18:26:20+00:00,40.795806,-73.929666,40.760858,-73.956466,2.792,Stationary traffic on FDR Dr S from I-278/Triborough Bridge/Exit 17 (FDR Dr) to NY-25/63rd St/Exit 12 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-07-21 10:51:00,88.0,88.0,61.0,29.59,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4037181,Source1,2,2022-07-11 17:16:35+00:00,2022-07-11 18:53:06+00:00,40.717308,-73.984045,40.717776,-73.985541,0.085,NYSDOT - Region 11: Crash on Williamsburg Bridge westbound at Manhattan @ Delancey (Manhattan/Brooklyn) 1 Center lane of 4 lanes blocked,Williamsburg Brg W,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-07-11 16:51:00,80.0,80.0,47.0,29.79,10.0,VAR,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4037260,Source1,2,2022-05-26 21:51:57+00:00,2022-05-26 23:56:48+00:00,40.761226,-74.005555,40.766844,-74.019024,0.805,Port Authority NY/NJ: Crash on Lincoln Tunnel Center Tube westbound New York Side (New York) to New Jersey Side (Weehawken Twp) All lanes closed and detoured,Lincoln Tunl,New York,New York,NY,10019,US,US/Eastern,KNYC,2022-05-26 21:51:00,66.0,66.0,73.0,30.03,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4037512,Source1,2,2022-09-04 22:28:30+00:00,2022-09-05 00:21:30+00:00,40.848617,-73.937081,40.851604,-73.952048,0.809,Stationary traffic on I-95 S - US-1 S - Trans-Manhattan Expy W - US-9 S from Amsterdam Ave/Harlem River Dr (George Washington Bridge (Upper Level)/I-95) to Hudson Ter (George Washington Bridge (Upper Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-09-04 22:51:00,77.0,77.0,79.0,30.0,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-4037513,Source1,2,2022-05-12 22:40:00+00:00,2022-05-13 00:41:30+00:00,40.848688,-73.937352,40.853311,-73.96073100000002,1.263,Stationary traffic on I-95 S - US-1 S - Trans-Manhattan Expy W - US-9 S from Amsterdam Ave/Harlem River Dr (George Washington Bridge (Upper Level)/I-95) to Hudson Ter (George Washington Bridge (Upper Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-05-12 22:51:00,63.0,63.0,87.0,30.18,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-4037514,Source1,2,2022-01-16 05:36:00+00:00,2022-01-16 06:23:00+00:00,40.846547,-73.932038,40.853003,-73.95909,1.483,Stationary traffic on I-95 S - US-1 S - Trans-Manhattan Expy W - US-9 S from Washington Bridge (Lower Level Split) (George Washington Bridge (Upper Level)/I-95) to Hudson Ter (George Washington Bridge (Upper Level)/I-95) due to accident.,Amsterdam Ave,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-01-16 05:51:00,11.0,0.0,61.0,30.31,10.0,NE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4037568,Source1,2,2022-07-31 09:28:00+00:00,2022-07-31 10:26:00+00:00,40.84609,-73.930366,40.847867,-73.934797,0.262,Stationary traffic on I-95 S - US-1 S - Trans-Manhattan Expy W from Washington Bridge (Upper Level Split) (George Washington Bridge (Lower Level)/I-95) to US-9/Henry Hudson Pkwy (George Washington Bridge (Lower Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-07-31 09:51:00,78.0,78.0,52.0,30.1,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4037569,Source1,2,2022-07-23 07:14:30+00:00,2022-07-23 11:47:18+00:00,40.84609,-73.930366,40.852364,-73.955754,1.396,Slow traffic on I-95 S - US-1 S - Trans-Manhattan Expy W - US-9 S from Washington Bridge (Upper Level Split) (George Washington Bridge (Lower Level)/I-95) to Hudson Ter/Palisades Pkwy (George Washington Bridge (Lower Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-07-23 06:51:00,79.0,79.0,64.0,29.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4038612,Source1,2,2022-08-03 13:58:09+00:00,2022-08-03 15:17:29+00:00,40.84609,-73.930366,40.848442,-73.936173,0.344,Stationary traffic on I-95 S - US-1 S - Trans-Manhattan Expy W from Washington Bridge (Upper Level Split) (George Washington Bridge (Lower Level)/I-95) to US-9/Henry Hudson Pkwy (George Washington Bridge (Lower Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-08-03 13:51:00,87.0,87.0,39.0,29.9,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4038757,Source1,2,2022-09-24 01:40:00+00:00,2022-09-24 02:00:00+00:00,40.782889,-73.929198,40.779945,-73.92698100000001,0.234,Slow traffic on I-278 W from I-87 (I-278) to 31st St/Hoyt Ave/Exit 3 (I-278) due to accident.,Robert F Kennedy Brg W,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-09-24 01:51:00,50.0,50.0,59.0,29.93,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4039200,Source1,2,2022-03-08 22:09:00+00:00,2022-03-09 00:15:59+00:00,40.796806,-73.929375,40.78941,-73.937421,0.662,NYSDOT - Region 11: Crash on Franklin D. Roosevelt Drive northbound 116th street (New York) 2 Right lanes of 3 lanes blocked at,FDR Dr S,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-03-08 21:51:00,41.0,41.0,36.0,30.11,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4039734,Source1,2,2022-05-31 10:03:39+00:00,2022-05-31 10:32:38+00:00,40.771413,-73.946361,40.779564,-73.94358000000003,0.5820000000000001,Slow traffic from 79th St (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10028,US,US/Eastern,KNYC,2022-05-31 09:51:00,85.0,85.0,44.0,29.88,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4040342,Source1,2,2022-09-25 21:27:30+00:00,2022-09-25 22:24:30+00:00,40.798277,-73.929548,40.724352,-73.973261,5.597,Stationary traffic on FDR Dr S from I-278/Triborough Bridge/Exit 17 (FDR Dr) to Houston St/E 5th Walk/Exit 5 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-09-25 21:28:00,63.0,63.0,90.0,29.57,0.75,VAR,7.0,0.04,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4040979,Source1,2,2022-08-15 22:59:39+00:00,2022-08-16 01:50:28+00:00,40.769,-73.972895,40.769837,-73.974648,0.108,Incident on 65TH ST TRANSVERSE near 65TH ST TRANSVERSE Drive with caution., East Dr,New York,New York,NY,10023,US,US/Eastern,KNYC,2022-08-15 22:51:00,71.0,71.0,57.0,29.91,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4041110,Source1,2,2022-08-01 13:09:00+00:00,2022-08-01 13:29:00+00:00,40.83808064,-73.94793391,40.84191064,-73.94537391,0.297,Slow traffic on NY-9A N - Henry Hudson Pkwy N from 158th St/Exit 13 (NY-9A) to I-95/Riverside Dr/Exit 14-15 (US-9/NY-9A) due to accident.,Henry Hudson Pkwy,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-08-01 13:20:00,70.0,70.0,93.0,29.86,3.0,N,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4041111,Source1,2,2022-07-06 12:58:47+00:00,2022-07-06 19:22:46+00:00,40.77299,-73.99320999999998,40.821103,-73.958715,3.782,Slow traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to 158th St/Exit 13 (NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10023,US,US/Eastern,KNYC,2022-07-06 12:51:00,83.0,83.0,49.0,29.75,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4041271,Source1,2,2022-12-09 19:20:00+00:00,2022-12-09 22:49:00+00:00,40.737161,-73.97449399999998,40.772924,-73.944601,2.925,Stationary traffic on FDR Dr N from 20th St/E 7th St/Exit 7 (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-12-09 18:51:00,39.0,39.0,45.0,30.17,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-4041272,Source1,2,2022-10-07 09:43:50+00:00,2022-10-07 11:58:06+00:00,40.737408,-73.97431800000003,40.771413,-73.946361,2.768,Slow traffic on FDR Dr N from 20th St/E 7th St/Exit 7 (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-10-07 09:51:00,65.0,65.0,65.0,29.88,10.0,WNW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4041273,Source1,2,2022-07-16 13:59:03+00:00,2022-07-16 17:09:01+00:00,40.740702,-73.97264799999998,40.770153,-73.94760500000002,2.42,Stationary traffic on FDR Dr N from I-495/Tunnel Exit St/Queens Midtown Tunnel (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-07-16 13:51:00,84.0,84.0,53.0,29.97,10.0,VAR,6.0,0.0,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4041274,Source1,2,2022-01-26 08:34:30+00:00,2022-01-26 11:13:30+00:00,40.741599,-73.97245500000002,40.770153,-73.94760500000002,2.363,Stationary traffic from I-495/Tunnel Exit St/Queens Midtown Tunnel (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-01-26 08:51:00,21.0,21.0,48.0,30.25,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4042085,Source1,2,2022-12-07 06:06:34+00:00,2022-12-07 09:54:50+00:00,40.745111,-73.970708,40.753119,-73.963598,0.667,Incident on FRANKLIN DELANO ROOSEVELT NB near E 42ND ST Road closed. Take alternate route.,FDR Dr N,New York,New York,NY,10016,US,US/Eastern,KNYC,2022-12-07 05:51:00,59.0,59.0,93.0,30.09,4.0,CALM,0.0,0.0,Light Rain,True,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-4042086,Source1,2,2022-10-15 23:35:01+00:00,2022-10-16 01:06:25+00:00,40.741599,-73.97245500000002,40.750105,-73.966262,0.6709999999999999,Incident on FDR DR near FDR DR Drive with caution.,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-10-15 23:51:00,61.0,61.0,67.0,29.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4042087,Source1,2,2022-07-01 13:23:47+00:00,2022-07-01 17:01:32+00:00,40.743163,-73.971997,40.751582,-73.96498299999998,0.688,Incident on FDR DR near FDR DR Drive with caution.,FDR Dr N,New York,New York,NY,10016,US,US/Eastern,KNYC,2022-07-01 13:51:00,89.0,89.0,45.0,29.9,8.0,VAR,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4042088,Source1,2,2022-06-23 08:51:49+00:00,2022-06-23 10:57:09+00:00,40.740702,-73.97264799999998,40.750105,-73.966262,0.731,NYSDOT - Region 11: Crash on Franklin D. Roosevelt Drive northbound approaching Exit 9 - East 42nd Street (New York) 1 Right lane of 3 lanes blocked,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-06-23 08:51:00,67.0,67.0,73.0,29.87,10.0,SE,9.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4042409,Source1,2,2022-05-21 16:35:22+00:00,2022-05-21 19:53:35+00:00,40.720833,-74.000644,40.71990200000001,-74.002583,0.12,Stationary traffic from Broome St to Church St due to accident., Broadway,New York,New York,NY,10013-2607,US,US/Eastern,KJRB,2022-05-21 16:51:00,86.0,86.0,53.0,29.89,10.0,SSE,5.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4042833,Source1,2,2022-06-22 11:48:00+00:00,2022-06-22 13:43:59+00:00,40.738236,-73.97369599999998,40.751582,-73.96498299999998,1.029,NYSDOT - Region 11: Crash on Franklin D. Roosevelt Drive northbound approaching Exit 9 - East 42nd Street (New York) 1 Right lane of 3 lanes blocked,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-06-22 11:51:00,65.0,65.0,81.0,29.94,9.0,VAR,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
